sentence,real_label,pred_label
['period'],O,O
['for'],O,O
['these'],O,O
['acquired'],O,O
['intangible'],O,O
['assets'],O,O
['is'],O,O
['14.8'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['.'],O,O
,,
['The'],O,O
['weighted'],O,O
['average'],O,O
['amortization'],O,O
['period'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['intangible'],O,O
['assets'],O,O
['is'],O,O
['approximately'],O,O
['10'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['.'],O,O
,,
['As'],O,O
['part'],O,O
['of'],O,O
['our'],O,O
['purchase'],O,O
['price'],O,O
['allocation'],O,O
"[',']",O,O
['we'],O,O
['recorded'],O,O
['$'],O,O
['19'],O,O
['million'],O,O
['of'],O,O
['goodwill'],O,O
"[',']",O,O
['primarily'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['existing'],O,O
['workforce'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['34'],I-BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,I-BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill
['million'],O,O
['of'],O,O
['intangible'],O,O
['assets'],O,O
"[',']",O,O
['primarily'],O,O
['related'],O,O
['to'],O,O
['customer'],O,O
['relationships'],O,O
['with'],O,O
['a'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['life'],O,O
['of'],O,O
['7'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['.'],O,O
,,
['The'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['amortization'],O,O
['period'],O,O
['for'],O,O
['trademarks'],O,O
['and'],O,O
['tradenames'],O,O
"[',']",O,O
['customer'],O,O
['relationships'],O,O
"[',']",O,O
['and'],O,O
['design'],O,O
['libraries'],O,O
['we'],O,O
['acquired'],O,O
['during'],O,O
['the'],O,O
['year'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['was'],O,O
['approximately'],O,O
['13'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
"[',']",O,O
['15'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
"[',']",O,O
['and'],O,O
['15'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['As'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['acquisition'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['recorded'],O,O
['intangible'],O,O
['assets'],O,O
['of'],O,O
['$'],O,O
"['4,825']",O,O
['related'],O,O
['to'],O,O
['production'],O,O
['know'],O,O
['-'],O,O
['how'],O,O
['with'],O,O
['a'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['6'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['and'],O,O
['$'],O,O
"['4,825']",O,O
['related'],O,O
['to'],O,O
['customer'],O,O
['relationships'],O,O
['with'],O,O
['a'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['life'],O,O
['of'],O,O
['6'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['acquired'],O,O
['a'],O,O
['controlling'],O,O
['interest'],O,O
['in'],O,O
['42'],O,O
['commercial'],O,O
['properties'],O,O
['for'],O,O
['an'],O,O
['aggregate'],O,O
['purchase'],O,O
['price'],O,O
['of'],O,O
['$'],O,O
['280.4'],I-BusinessCombinationConsiderationTransferred1,I-BusinessCombinationConsiderationTransferred1
['million'],O,O
['('],O,O
['the'],O,O
['“'],O,O
['2018'],O,O
['Acquisitions'],O,O
['”'],O,O
[')'],O,O
"[',']",O,O
['which'],O,O
['includes'],O,O
['$'],O,O
['2.1'],O,O
['million'],O,O
['related'],O,O
['to'],O,O
['an'],O,O
['outstanding'],O,O
['tenant'],O,O
['improvement'],O,O
['allowance'],O,O
['and'],O,O
['$'],O,O
['1.6'],O,O
['million'],O,O
['of'],O,O
['external'],O,O
['acquisition'],O,O
['-'],O,O
['related'],O,O
['expenses'],O,O
['that'],O,O
['were'],O,O
['capitalized'],O,O
['.'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['presents'],O,O
['the'],O,O
['allocation'],O,O
['of'],O,O
['the'],O,O
['fair'],O,O
['values'],O,O
['of'],O,O
['the'],O,O
['assets'],O,O
['acquired'],O,O
['and'],O,O
['liabilities'],O,O
['assumed'],O,O
['during'],O,O
['the'],O,O
['periods'],O,O
['presented'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
[')'],O,O
[':'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['The'],O,O
['weighted'],O,O
['average'],O,O
['amortization'],O,O
['period'],O,O
['for'],O,O
['acquired'],O,O
['in'],O,O
['-'],O,O
['place'],O,O
['leases'],O,O
['and'],O,O
['other'],O,O
['intangibles'],O,O
['is'],O,O
['15.2'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['and'],O,O
['15.7'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['for'],O,O
['2019'],O,O
['Acquisitions'],O,O
['and'],O,O
['2018'],O,O
['Acquisitions'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['remaining'],O,O
['acquired'],O,O
['intangible'],O,O
['assets'],O,O
['were'],O,O
['determined'],O,O
['to'],O,O
['be'],O,O
['subject'],O,O
['to'],O,O
['amortization'],O,O
['with'],O,O
['an'],O,O
['average'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['approximately'],O,O
['nine'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['The'],O,O
['customer'],O,O
['relationships'],O,O
['will'],O,O
['be'],O,O
['amortized'],O,O
['over'],O,O
['10'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['with'],O,O
['no'],O,O
['residual'],O,O
['value'],O,O
"[',']",O,O
['the'],O,O
['trade'],O,O
['name'],O,O
['will'],O,O
['be'],O,O
['amortized'],O,O
['over'],O,O
['15'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
['with'],O,O
['no'],O,O
['residual'],O,O
['value'],O,O
['and'],O,O
['the'],O,O
['non'],O,O
['-'],O,O
['compete'],O,O
['agreements'],O,O
['will'],O,O
['be'],O,O
['amortized'],O,O
['over'],O,O
['five'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['with'],O,O
['no'],O,O
['residual'],O,O
['value'],O,O
['.'],O,O
,,
['The'],O,O
['acquired'],O,O
['trade'],O,O
['name'],O,O
['has'],O,O
['a'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['estimated'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['ten'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['Intangible'],O,O
['assets'],O,O
['acquired'],O,O
['from'],O,O
['A'],O,O
['&'],O,O
['F'],O,O
['consist'],O,O
['of'],O,O
['customer'],O,O
['relationships'],O,O
['and'],O,O
['are'],O,O
['being'],O,O
['amortized'],O,O
['over'],O,O
['the'],O,O
['weighted'],O,O
['average'],O,O
['amortization'],O,O
['period'],O,O
['of'],O,O
['ten'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['Goodwill'],O,O
['and'],O,O
['Intangible'],O,O
['Assets'],O,O
"[',']",O,O
['net'],O,O
['Intangible'],O,O
['assets'],O,O
"[',']",O,O
['net'],O,O
"[',']",O,O
['which'],O,O
['include'],O,O
['a'],O,O
['license'],O,O
['for'],O,O
['the'],O,O
['right'],O,O
['to'],O,O
['commercialize'],O,O
['the'],O,O
['INTERCEPT'],O,O
['Blood'],O,O
['System'],O,O
['in'],O,O
['Asia'],O,O
"[',']",O,O
['are'],O,O
['subject'],O,O
['to'],O,O
['ratable'],O,O
['amortization'],O,O
['over'],O,O
['the'],O,O
['original'],O,O
['estimated'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['ten'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['Customer'],O,O
['backlog'],O,O
['will'],O,O
['be'],O,O
['fully'],O,O
['amortized'],O,O
['within'],O,O
['one'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['year'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['The'],O,O
['acquired'],O,O
['technology'],O,O
['has'],O,O
['an'],O,O
['estimated'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['three'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['The'],O,O
['weighted'],O,O
['-'],O,O
['average'],O,O
['useful'],O,O
['life'],O,O
['for'],O,O
['the'],O,O
['patents'],O,O
['acquired'],O,O
['during'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['was'],O,O
['approximately'],O,O
['eight'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['The'],O,O
['fair'],O,O
['values'],O,O
['of'],O,O
['the'],O,O
['assets'],O,O
['acquired'],O,O
['and'],O,O
['liabilities'],O,O
['assumed'],O,O
['recorded'],O,O
['at'],O,O
['the'],O,O
['acquisition'],O,O
['date'],O,O
['were'],O,O
['as'],O,O
['follows'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
[')'],O,O
[':'],O,O
['The'],O,O
['Company'],O,O
['acquired'],O,O
['intangible'],O,O
['assets'],O,O
['with'],O,O
['an'],O,O
['amortization'],O,O
['period'],O,O
['of'],O,O
['two'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['and'],O,O
['incurred'],O,O
['long'],O,O
['-'],O,O
['term'],O,O
['intangible'],O,O
['liabilities'],O,O
['related'],O,O
['to'],O,O
['unfavorable'],O,O
['contracts'],O,O
['with'],O,O
['a'],O,O
['weighted'],O,O
['average'],O,O
['amortization'],O,O
['period'],O,O
['of'],O,O
['approximately'],O,O
['1.3'],O,O
['years'],O,O
['.'],O,O
,,
['Internally'],O,O
['developed'],O,O
['software'],O,O
['will'],O,O
['be'],O,O
['amortized'],O,O
['over'],O,O
['a'],O,O
['finite'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['five'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['and'],O,O
['tradenames'],O,O
['were'],O,O
['fully'],O,O
['amortized'],O,O
['over'],O,O
['six'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['months'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['based'],O,O
['on'],O,O
['the'],O,O
['expected'],O,O
['software'],O,O
['development'],O,O
['timeline'],O,O
['and'],O,O
['New'],O,O
['Residential'],O,O
['’'],O,O
['s'],O,O
['determination'],O,O
['of'],O,O
['the'],O,O
['time'],O,O
['to'],O,O
['change'],O,O
['a'],O,O
['tradename'],O,O
['with'],O,O
['limited'],O,O
['value'],O,O
['.'],O,O
,,
['The'],O,O
['preliminary'],O,O
['identifiable'],O,O
['intangible'],O,O
['asset'],O,O
['estimates'],O,O
['include'],O,O
['customer'],O,O
['relationships'],O,O
['of'],O,O
['$'],O,O
"['5,500']",O,O
['with'],O,O
['a'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['11'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],O,O
"[',']",O,O
['developed'],O,O
['technology'],O,O
['of'],O,O
['$'],O,O
"['4,800']",O,O
['with'],O,O
['a'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['ten'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['and'],O,O
['backlog'],O,O
['of'],O,O
['$'],O,O
['600'],O,O
['with'],O,O
['a'],O,O
['useful'],O,O
['life'],O,O
['of'],O,O
['two'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['years'],I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife,I-AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
['.'],O,O
,,
['Subsequent'],O,O
['to'],O,O
['the'],O,O
['balance'],O,O
['sheet'],O,O
['date'],O,O
"[',']",O,O
['on'],O,O
['July'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['acquired'],O,O
['a'],O,O
['100'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['interest'],O,O
['in'],O,O
['a'],O,O
"['258,000']",O,O
['SF'],O,O
['retail'],O,O
['operating'],O,O
['property'],O,O
"[',']",O,O
['The'],O,O
['Pruneyard'],O,O
"[',']",O,O
['in'],O,O
['Campbell'],O,O
"[',']",O,O
['CA'],O,O
['for'],O,O
['a'],O,O
['purchase'],O,O
['price'],O,O
['of'],O,O
['$'],O,O
['212.5'],I-PaymentsToAcquireBusinessesGross,I-PaymentsToAcquireBusinessesGross
['million'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['issued'],O,O
"['2,142,811']",O,O
['shares'],O,O
['of'],O,O
['its'],O,O
['common'],O,O
['stock'],O,O
['as'],O,O
['well'],O,O
['as'],O,O
['a'],O,O
['net'],O,O
['cash'],O,O
['payment'],O,O
['to'],O,O
['Comanche'],O,O
['shareholders'],O,O
['of'],O,O
['$'],O,O
['12.2'],I-PaymentsToAcquireBusinessesGross,I-PaymentsToAcquireBusinessesGross
['million'],O,O
"[',']",O,O
['for'],O,O
['a'],O,O
['total'],O,O
['consideration'],O,O
['of'],O,O
['$'],O,O
['52.9'],I-BusinessCombinationConsiderationTransferred1,I-BusinessCombinationConsiderationTransferred1
['million'],O,O
"[',']",O,O
['for'],O,O
['all'],O,O
['outstanding'],O,O
['stock'],O,O
['of'],O,O
['Comanche'],O,O
['and'],O,O
['resulted'],O,O
['in'],O,O
['100'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['ownership'],O,O
['interest'],O,O
['.'],O,O
,,
['As'],O,O
['described'],O,O
['in'],O,O
['Note'],O,O
['3'],O,O
['of'],O,O
['the'],O,O
['condensed'],O,O
['consolidated'],O,O
['financial'],O,O
['statements'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['acquired'],O,O
['100'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['of'],O,O
['the'],O,O
['equity'],O,O
['of'],O,O
['Soft'],O,O
['Company'],O,O
['in'],O,O
['the'],O,O
['2018'],O,O
['first'],O,O
['quarter'],O,O
['.'],O,O
,,
['The'],O,O
['following'],O,O
['table'],O,O
['presents'],O,O
['quantitative'],O,O
['information'],O,O
['about'],O,O
['Level'],O,O
['3'],O,O
['inputs'],O,O
['used'],O,O
['in'],O,O
['the'],O,O
['fair'],O,O
['value'],O,O
['measurement'],O,O
['of'],O,O
['our'],O,O
['commodity'],O,O
['derivative'],O,O
['contracts'],O,O
['at'],O,O
['fair'],O,O
['value'],O,O
['as'],O,O
['of'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
[':'],O,O
['49'],O,O
['TABLE'],O,O
['OF'],O,O
['CONTENTS'],O,O
['CHESAPEAKE'],O,O
['ENERGY'],O,O
['CORPORATION'],O,O
['AND'],O,O
['SUBSIDIARIES'],O,O
['NOTES'],O,O
['TO'],O,O
['CONDENSED'],O,O
['CONSOLIDATED'],O,O
['FINANCIAL'],O,O
['STATEMENTS'],O,O
['-'],O,O
['('],O,O
['Continued'],O,O
[')'],O,O
['('],O,O
['Unaudited'],O,O
[')'],O,O
['14'],O,O
['.'],O,O
['Investments'],O,O
['In'],O,O
['the'],O,O
['Current'],O,O
['Period'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['the'],O,O
['acquisition'],O,O
['of'],O,O
['Wild'],O,O
['Horse'],O,O
"[',']",O,O
['we'],O,O
['obtained'],O,O
['a'],O,O
['50'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['membership'],O,O
['interest'],O,O
['in'],O,O
['JWH'],O,O
['Midstream'],O,O
['LLC'],O,O
['('],O,O
['JWH'],O,O
[')'],O,O
['.'],O,O
,,
['On'],O,O
['March'],O,O
['29'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['acquired'],O,O
['a'],O,O
['100'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['ownership'],O,O
['interest'],O,O
['in'],O,O
['VUES'],O,O
['Brno'],O,O
['s.r.o'],O,O
['located'],O,O
['in'],O,O
['the'],O,O
['Czech'],O,O
['Republic'],O,O
"[',']",O,O
['which'],O,O
['includes'],O,O
['a'],O,O
['74'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['ownership'],O,O
['interest'],O,O
['in'],O,O
['a'],O,O
['subsidiary'],O,O
['located'],O,O
['in'],O,O
['Germany'],O,O
['.'],O,O
,,
['As'],O,O
['of'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['had'],O,O
['a'],O,O
['hold'],O,O
['-'],O,O
['back'],O,O
['amount'],O,O
['payable'],O,O
['for'],O,O
['remaining'],O,O
['common'],O,O
['stock'],O,O
['to'],O,O
['be'],O,O
['issued'],O,O
['upon'],O,O
['the'],O,O
['resolution'],O,O
['of'],O,O
['outstanding'],O,O
['claims'],O,O
['from'],O,O
['Good'],O,O
['Start'],O,O
['customers'],O,O
['of'],O,O
['approximately'],O,O
['$'],O,O
['1.5'],O,O
['million'],O,O
"[',']",O,O
['of'],O,O
['which'],O,O
['$'],O,O
['0.7'],O,O
['million'],O,O
['was'],O,O
['settled'],O,O
['during'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['with'],O,O
['the'],O,O
['remainder'],O,O
['settled'],O,O
['in'],O,O
['July'],O,O
['2019'],O,O
['.'],O,O
['Singular'],O,O
['Bio'],O,O
['In'],O,O
['June'],O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['acquired'],O,O
['100'],I-BusinessAcquisitionPercentageOfVotingInterestsAcquired,I-BusinessAcquisitionPercentageOfVotingInterestsAcquired
['%'],O,O
['of'],O,O
['the'],O,O
['fully'],O,O
['diluted'],O,O
['equity'],O,O
['of'],O,O
['Singular'],O,O
['Bio'],O,O
"[',']",O,O
['a'],O,O
['privately'],O,O
['held'],O,O
['company'],O,O
['developing'],O,O
['single'],O,O
['molecule'],O,O
['detection'],O,O
['technology'],O,O
"[',']",O,O
['for'],O,O
['approximately'],O,O
['$'],O,O
['57.3'],I-BusinessCombinationConsiderationTransferred1,I-BusinessCombinationConsiderationTransferred1
['million'],O,O
"[',']",O,O
['comprised'],O,O
['of'],O,O
['$'],O,O
['53.9'],O,O
['million'],O,O
['in'],O,O
['the'],O,O
