sentence,real_label,pred_label
['million'],O,O
['and'],O,O
['$'],O,O
['14'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['actual'],O,O
['and'],O,O
['final'],O,O
['cost'],O,O
['for'],O,O
['remediation'],O,O
['will'],O,O
['not'],O,O
['be'],O,O
['fully'],O,O
['determinable'],O,O
['until'],O,O
['a'],O,O
['final'],O,O
['feasibility'],O,O
['study'],O,O
['is'],O,O
['submitted'],O,O
['and'],O,O
['accepted'],O,O
['by'],O,O
['the'],O,O
['OEPA'],O,O
['and'],O,O
['work'],O,O
['plans'],O,O
['are'],O,O
['prepared'],O,O
"[',']",O,O
['which'],O,O
['is'],O,O
['expected'],O,O
['to'],O,O
['occur'],O,O
['in'],O,O
['the'],O,O
['next'],O,O
['12'],O,O
['months'],O,O
['.'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['presents'],O,O
['the'],O,O
['changes'],O,O
['in'],O,O
['our'],O,O
['environmental'],O,O
['accrual'],O,O
"[',']",O,O
['which'],O,O
['was'],O,O
['primarily'],O,O
['included'],O,O
['in'],O,O
['Long'],O,O
['-'],O,O
['term'],O,O
['liabilities'],O,O
['('],O,O
['in'],O,O
['millions'],O,O
['of'],O,O
['dollars'],O,O
[')'],O,O
[':'],O,O
['At'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['our'],O,O
['environmental'],O,O
['accrual'],O,O
['of'],O,O
['$'],O,O
['16.9'],I-AccrualForEnvironmentalLossContingencies,O
['million'],O,O
['represented'],O,O
['our'],O,O
['estimate'],O,O
['of'],O,O
['the'],O,O
['incremental'],O,O
['remediation'],O,O
['cost'],O,O
['based'],O,O
['on'],O,O
[':'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['proposed'],O,O
['alternatives'],O,O
['in'],O,O
['the'],O,O
['final'],O,O
['feasibility'],O,O
['study'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Trentwood'],O,O
['facility'],O,O
[';'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['currently'],O,O
['available'],O,O
['facts'],O,O
['with'],O,O
['respect'],O,O
['to'],O,O
['our'],O,O
['Newark'],O,O
['facility'],O,O
[';'],O,O
['and'],O,O
['('],O,O
['iii'],O,O
[')'],O,O
['facts'],O,O
['related'],O,O
['to'],O,O
['certain'],O,O
['other'],O,O
['locations'],O,O
['owned'],O,O
['or'],O,O
['formerly'],O,O
['owned'],O,O
['by'],O,O
['us'],O,O
['.'],O,O
,,
['The'],O,O
['agreements'],O,O
['are'],O,O
['generally'],O,O
['7'],O,O
['-'],O,O
['year'],O,O
['terms'],O,O
['with'],O,O
['interest'],O,O
['rates'],O,O
['ranging'],O,O
['from'],O,O
['1.92'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['to'],O,O
['5.04'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['.'],O,O
,,
['The'],O,O
['mortgage'],O,O
['loans'],O,O
['and'],O,O
['note'],O,O
['bear'],O,O
['fixed'],O,O
['interest'],O,O
['rates'],O,O
['of'],O,O
['3.3'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['per'],O,O
['annum'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['pays'],O,O
['cash'],O,O
['interest'],O,O
['at'],O,O
['an'],O,O
['annual'],O,O
['rate'],O,O
['of'],O,O
['2.625'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
"[',']",O,O
['on'],O,O
['a'],O,O
['semi'],O,O
['-'],O,O
['annual'],O,O
['basis'],O,O
['on'],O,O
['May'],O,O
['15'],O,O
['and'],O,O
['November'],O,O
['15'],O,O
['of'],O,O
['each'],O,O
['year'],O,O
['.'],O,O
,,
['The'],O,O
['Base'],O,O
['Rate'],O,O
['is'],O,O
['the'],O,O
['highest'],O,O
['of'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['the'],O,O
['Federal'],O,O
['Funds'],O,O
['Rate'],O,O
['plus'],O,O
['0.50'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
"[',']",O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['Bank'],O,O
['of'],O,O
['America'],O,O
['prime'],O,O
['rate'],O,O
"[',']",O,O
['and'],O,O
['('],O,O
['iii'],O,O
[')'],O,O
['one'],O,O
['month'],O,O
['LIBOR'],O,O
['plus'],O,O
['1.00'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['.'],O,O
,,
['The'],O,O
['remaining'],O,O
['acquired'],O,O
['entities'],O,O
['now'],O,O
['operate'],O,O
['as'],O,O
['a'],O,O
['new'],O,O
['segment'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['in'],O,O
['Texas'],O,O
"[',']",O,O
['with'],O,O
['core'],O,O
['markets'],O,O
['of'],O,O
['Austin'],O,O
['and'],O,O
['San'],O,O
['Antonio'],O,O
['.'],O,O
['The'],O,O
['Company'],O,O
['financed'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
['with'],O,O
['a'],O,O
['combination'],O,O
['of'],O,O
['proceeds'],O,O
['from'],O,O
['its'],O,O
['issuance'],O,O
['of'],O,O
['$'],O,O
['350'],O,O
['million'],O,O
['in'],O,O
['aggregate'],O,O
['principal'],O,O
['amount'],O,O
['of'],O,O
['6.00'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2023'],O,O
"[',']",O,O
['cash'],O,O
['on'],O,O
['hand'],O,O
"[',']",O,O
['and'],O,O
['approximately'],O,O
['$'],O,O
['194.3'],O,O
['million'],O,O
['of'],O,O
['aggregate'],O,O
['proceeds'],O,O
['from'],O,O
['a'],O,O
['land'],O,O
['banking'],O,O
['arrangement'],O,O
['with'],O,O
['respect'],O,O
['to'],O,O
['land'],O,O
['parcels'],O,O
['in'],O,O
['various'],O,O
['stages'],O,O
['of'],O,O
['development'],O,O
['.'],O,O
['As'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
"[',']",O,O
['the'],O,O
['entities'],O,O
['comprising'],O,O
['the'],O,O
['business'],O,O
['of'],O,O
['RSI'],O,O
['Communities'],O,O
['became'],O,O
['wholly'],O,O
['-'],O,O
['owned'],O,O
['direct'],O,O
['or'],O,O
['indirect'],O,O
['subsidiaries'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
"[',']",O,O
['and'],O,O
['its'],O,O
['results'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['our'],O,O
['condensed'],O,O
['consolidated'],O,O
['financial'],O,O
['statements'],O,O
['and'],O,O
['related'],O,O
['disclosures'],O,O
['from'],O,O
['the'],O,O
['date'],O,O
['of'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
['.'],O,O
['The'],O,O
['RSI'],O,O
['Acquisition'],O,O
['was'],O,O
['accounted'],O,O
['for'],O,O
['as'],O,O
['a'],O,O
['business'],O,O
['combination'],O,O
['in'],O,O
['accordance'],O,O
['with'],O,O
['ASC'],O,O
['805'],O,O
['.'],O,O
,,
['We'],O,O
['recorded'],O,O
['an'],O,O
['$'],O,O
['11'],I-GainsLossesOnExtinguishmentOfDebt,O
['million'],O,O
['loss'],O,O
['on'],O,O
['debt'],O,O
['extinguishment'],O,O
['within'],O,O
['interest'],O,O
['expense'],O,O
['and'],O,O
['a'],O,O
['$'],O,O
['5'],O,O
['million'],O,O
['reduction'],O,O
['in'],O,O
['accrued'],O,O
['interest'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['reviewed'],O,O
['this'],O,O
['amendment'],O,O
['for'],O,O
['extinguishment'],O,O
['accounting'],O,O
['and'],O,O
['concluded'],O,O
['that'],O,O
['as'],O,O
['of'],O,O
['the'],O,O
['date'],O,O
['of'],O,O
['the'],O,O
['amendment'],O,O
['$'],O,O
"['59,110']",I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['of'],O,O
['the'],O,O
['remaining'],O,O
['$'],O,O
"['172,600']",O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['not'],O,O
['amortized'],O,O
['on'],O,O
['the'],O,O
['revolving'],O,O
['debt'],O,O
['facility'],O,O
['qualified'],O,O
['for'],O,O
['extinguishment'],O,O
['accounting'],O,O
['and'],O,O
['were'],O,O
['recognized'],O,O
['as'],O,O
['a'],O,O
['loss'],O,O
['on'],O,O
['extinguishment'],O,O
['immediately'],O,O
['.'],O,O
,,
['As'],O,O
['part'],O,O
['of'],O,O
['these'],O,O
['transactions'],O,O
"[',']",O,O
['a'],O,O
['loss'],O,O
['of'],O,O
['$'],O,O
"['2,019']",I-GainsLossesOnExtinguishmentOfDebt,O
['was'],O,O
['included'],O,O
['in'],O,O
['Loss'],O,O
['on'],O,O
['Debt'],O,O
['Extinguishment'],O,O
['in'],O,O
['the'],O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Income'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['repurchased'],O,O
['$'],O,O
['7.9'],O,O
['million'],O,O
['par'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['Notes'],O,O
['for'],O,O
['$'],O,O
['7.8'],O,O
['million'],O,O
['and'],O,O
['recognized'],O,O
['a'],O,O
['loss'],O,O
['of'],O,O
['$'],O,O
['0.2'],I-GainsLossesOnExtinguishmentOfDebt,O
['million'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recognized'],O,O
['a'],O,O
['loss'],O,O
['on'],O,O
['debt'],O,O
['extinguishment'],O,O
['of'],O,O
['$'],O,O
['0.1'],I-GainsLossesOnExtinguishmentOfDebt,I-LossContingencyAccrualAtCarryingValue
['million'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['the'],O,O
['prepayment'],O,O
['of'],O,O
['principal'],O,O
['in'],O,O
['the'],O,O
['second'],O,O
['quarter'],O,O
['of'],O,O
['2019'],O,O
"[',']",O,O
['included'],O,O
['in'],O,O
['Other'],O,O
"[',']",O,O
['net'],O,O
['in'],O,O
['the'],O,O
['Condensed'],O,O
['Consolidated'],O,O
['Statement'],O,O
['of'],O,O
['Operations'],O,O
['.'],O,O
,,
['Additionally'],O,O
"[',']",O,O
['as'],O,O
['of'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['noted'],O,O
['no'],I-GoodwillImpairmentLoss,I-GoodwillImpairmentLoss
['indicators'],O,O
['of'],O,O
['impairment'],O,O
['related'],O,O
['to'],O,O
['Symphony'],O,O
['’'],O,O
['s'],O,O
['$'],O,O
['37.2'],O,O
['million'],O,O
['of'],O,O
['goodwill'],O,O
"[',']",O,O
['recorded'],O,O
['as'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['acquisition'],O,O
['on'],O,O
['November'],O,O
['1'],O,O
"[',']",O,O
['2018'],O,O
['.'],O,O
,,
['('],O,O
['5'],O,O
[')'],O,O
['During'],O,O
['the'],O,O
['third'],O,O
['quarter'],O,O
['2017'],O,O
"[',']",O,O
['we'],O,O
['released'],O,O
['$'],O,O
['766.2'],O,O
['million'],O,O
['of'],O,O
['our'],O,O
['total'],O,O
['valuation'],O,O
['allowance'],O,O
"[',']",O,O
['as'],O,O
['discussed'],O,O
['in'],O,O
['Note'],O,O
['12'],O,O
"[',']",O,O
['“'],O,O
['Income'],O,O
['Taxes'],O,O
['.'],O,O
['”'],O,O
['In'],O,O
['addition'],O,O
"[',']",O,O
['we'],O,O
['recorded'],O,O
['$'],O,O
['18.0'],I-GoodwillImpairmentLoss,O
['million'],O,O
['of'],O,O
['goodwill'],O,O
['impairment'],O,O
"[',']",O,O
['as'],O,O
['discussed'],O,O
['in'],O,O
['Note'],O,O
['8'],O,O
"[',']",O,O
['“'],O,O
['Goodwill'],O,O
['and'],O,O
['Other'],O,O
['Intangible'],O,O
['Assets'],O,O
['.'],O,O
['”'],O,O
['Lastly'],O,O
"[',']",O,O
['PIV'],O,O
['reached'],O,O
['an'],O,O
['agreement'],O,O
['with'],O,O
['the'],O,O
['former'],O,O
['shareholders'],O,O
['of'],O,O
['Rocket'],O,O
['Speed'],O,O
['to'],O,O
['buy'],O,O
['out'],O,O
['the'],O,O
['remaining'],O,O
['contingent'],O,O
['consideration'],O,O
"[',']",O,O
['which'],O,O
['resulted'],O,O
['in'],O,O
['a'],O,O
['benefit'],O,O
['in'],O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['$'],O,O
['22.2'],O,O
['million'],O,O
['.'],O,O
,,
['Income'],O,O
['Tax'],O,O
['The'],O,O
['negative'],O,O
['effective'],O,O
['tax'],O,O
['rate'],O,O
['during'],O,O
['the'],O,O
['third'],O,O
['quarter'],O,O
['of'],O,O
['2019'],O,O
['and'],O,O
['increase'],O,O
['in'],O,O
['effective'],O,O
['tax'],O,O
['rate'],O,O
['during'],O,O
['the'],O,O
['first'],O,O
['three'],O,O
['quarters'],O,O
['of'],O,O
['2019'],O,O
['versus'],O,O
['2018'],O,O
"[',']",O,O
['was'],O,O
['primarily'],O,O
['driven'],O,O
['by'],O,O
['the'],O,O
['$'],O,O
['668.3'],I-GoodwillImpairmentLoss,O
['million'],O,O
['impairment'],O,O
['loss'],O,O
['to'],O,O
['nondeductible'],O,O
['goodwill'],O,O
['of'],O,O
['our'],O,O
['Canada'],O,O
['reporting'],O,O
['unit'],O,O
"[',']",O,O
['as'],O,O
['well'],O,O
['as'],O,O
['other'],O,O
['discrete'],O,O
['tax'],O,O
['items'],O,O
['recognized'],O,O
['during'],O,O
['the'],O,O
['third'],O,O
['quarter'],O,O
['of'],O,O
['2019'],O,O
['.'],O,O
['Our'],O,O
['tax'],O,O
['rate'],O,O
['is'],O,O
['volatile'],O,O
['and'],O,O
['may'],O,O
['increase'],O,O
['or'],O,O
['decrease'],O,O
['with'],O,O
['changes'],O,O
['in'],O,O
"[',']",O,O
['among'],O,O
['other'],O,O
['things'],O,O
"[',']",O,O
['the'],O,O
['amount'],O,O
['and'],O,O
['source'],O,O
['of'],O,O
['income'],O,O
['or'],O,O
['loss'],O,O
"[',']",O,O
['our'],O,O
['ability'],O,O
['to'],O,O
['utilize'],O,O
['foreign'],O,O
['tax'],O,O
['credits'],O,O
"[',']",O,O
['excess'],O,O
['tax'],O,O
['benefits'],O,O
['or'],O,O
['deficiencies'],O,O
['from'],O,O
['share'],O,O
['-'],O,O
['based'],O,O
['compensation'],O,O
"[',']",O,O
['changes'],O,O
['in'],O,O
['tax'],O,O
['laws'],O,O
"[',']",O,O
['and'],O,O
['the'],O,O
['movement'],O,O
['of'],O,O
['liabilities'],O,O
['established'],O,O
['pursuant'],O,O
['to'],O,O
['accounting'],O,O
['guidance'],O,O
['for'],O,O
['uncertain'],O,O
['tax'],O,O
['positions'],O,O
['as'],O,O
['statutes'],O,O
['of'],O,O
['limitations'],O,O
['expire'],O,O
"[',']",O,O
['positions'],O,O
['are'],O,O
['effectively'],O,O
['settled'],O,O
"[',']",O,O
['or'],O,O
['when'],O,O
['additional'],O,O
['information'],O,O
['becomes'],O,O
['available'],O,O
['.'],O,O
,,
['There'],O,O
['were'],O,O
['no'],I-GoodwillImpairmentLoss,I-GoodwillImpairmentLoss
['goodwill'],O,O
['impairment'],O,O
['losses'],O,O
['reported'],O,O
['in'],O,O
['the'],O,O
['three'],O,O
['-'],O,O
['month'],O,O
['periods'],O,O
['ending'],O,O
['April'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['2017'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['No'],I-GoodwillImpairmentLoss,I-GoodwillImpairmentLoss
['impairment'],O,O
['charges'],O,O
['on'],O,O
['goodwill'],O,O
['or'],O,O
['other'],O,O
['intangible'],O,O
['assets'],O,O
['were'],O,O
['incurred'],O,O
['in'],O,O
['2019'],O,O
['or'],O,O
['2018'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['other'],O,O
['expense'],O,O
['and'],O,O
['a'],O,O
['corresponding'],O,O
['reduction'],O,O
['in'],O,O
['the'],O,O
['carrying'],O,O
['value'],O,O
['of'],O,O
['its'],O,O
['investment'],O,O
['in'],O,O
['Kleo'],O,O
['of'],O,O
['$'],O,O
['900'],I-IncomeLossFromEquityMethodInvestments,O
['and'],O,O
['$'],O,O
['728'],I-IncomeLossFromEquityMethodInvestments,O
['for'],O,O
['its'],O,O
['proportionate'],O,O
['share'],O,O
['of'],O,O
['Kleo'],O,O
['’'],O,O
['s'],O,O
['net'],O,O
['loss'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['The'],O,O
['carrying'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['investment'],O,O
['in'],O,O
['Kleo'],O,O
['was'],O,O
['$'],O,O
"['10,514']",O,O
['and'],O,O
['$'],O,O
"['11,414']",O,O
['as'],O,O
['of'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['is'],O,O
['reported'],O,O
['as'],O,O
['equity'],O,O
['method'],O,O
['investment'],O,O
['on'],O,O
['the'],O,O
['condensed'],O,O
['consolidated'],O,O
['balance'],O,O
['sheet'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['equity'],O,O
['in'],O,O
['the'],O,O
['income'],O,O
['of'],O,O
['L'],O,O
['B'],O,O
['Pipe'],O,O
['JV'],O,O
['of'],O,O
['$'],O,O
['0'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['and'],O,O
['$'],O,O
['434'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['2017'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['0'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['and'],O,O
['$'],O,O
['386'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['for'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['2017'],O,O
['.'],O,O
,,
['As'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['one'],O,O
['-'],O,O
['quarter'],O,O
['lag'],O,O
"[',']",O,O
['no'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['earnings'],O,O
['/'],O,O
['losses'],O,O
['from'],O,O
['Altria'],O,O
['’'],O,O
['s'],O,O
['equity'],O,O
['investment'],O,O
['in'],O,O
['Cronos'],O,O
['were'],O,O
['recorded'],O,O
['for'],O,O
['the'],O,O
['quarter'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['We'],O,O
['recorded'],O,O
['a'],O,O
['loss'],O,O
['from'],O,O
['equity'],O,O
['interests'],O,O
['of'],O,O
['$'],O,O
['11'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['million'],O,O
['and'],O,O
['$'],O,O
['26'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['million'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['July'],O,O
['5'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['June'],O,O
['29'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['in'],O,O
['Other'],O,O
['expense'],O,O
"[',']",O,O
['net'],O,O
['in'],O,O
['our'],O,O
['Condensed'],O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Operations'],O,O
['.'],O,O
,,
['113'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['BGS'],O,O
['revenues'],O,O
['consist'],O,O
['of'],O,O
['the'],O,O
['following'],O,O
[':'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['Includes'],O,O
['revenues'],O,O
['earned'],O,O
['from'],O,O
['foreign'],O,O
['military'],O,O
['sales'],O,O
['through'],O,O
['the'],O,O
['U.S.'],O,O
['government'],O,O
['.'],O,O
['Earnings'],O,O
['in'],O,O
['Equity'],O,O
['Method'],O,O
['Investments'],O,O
['We'],O,O
['recorded'],O,O
['Earnings'],O,O
['from'],O,O
['operations'],O,O
['associated'],O,O
['with'],O,O
['our'],O,O
['equity'],O,O
['method'],O,O
['investments'],O,O
['of'],O,O
['$'],O,O
['90'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
"[',']",O,O
['$'],O,O
['167'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['and'],O,O
['$'],O,O
['233'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
"[',']",O,O
['primarily'],O,O
['in'],O,O
['our'],O,O
['BDS'],O,O
['segment'],O,O
"[',']",O,O
['for'],O,O
['the'],O,O
['years'],O,O
['ended'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['2017'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['Backlog'],O,O
['Our'],O,O
['total'],O,O
['backlog'],O,O
['represents'],O,O
['the'],O,O
['estimated'],O,O
['transaction'],O,O
['prices'],O,O
['on'],O,O
['performance'],O,O
['obligations'],O,O
['to'],O,O
['our'],O,O
['customers'],O,O
['for'],O,O
['which'],O,O
['work'],O,O
['remains'],O,O
['to'],O,O
['be'],O,O
['performed'],O,O
['.'],O,O
,,
['There'],O,O
['can'],O,O
['be'],O,O
['no'],O,O
['assurance'],O,O
['that'],O,O
['we'],O,O
['will'],O,O
['be'],O,O
['successful'],O,O
['in'],O,O
['obtaining'],O,O
['additional'],O,O
['insurance'],O,O
['recovery'],O,O
['for'],O,O
['these'],O,O
['costs'],O,O
['under'],O,O
['the'],O,O
['applicable'],O,O
['policies'],O,O
"[',']",O,O
['and'],O,O
['to'],O,O
['the'],O,O
['extent'],O,O
['we'],O,O
['are'],O,O
['not'],O,O
['successful'],O,O
['in'],O,O
['obtaining'],O,O
['coverage'],O,O
['or'],O,O
['these'],O,O
['costs'],O,O
['exceed'],O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['our'],O,O
['coverage'],O,O
"[',']",O,O
['such'],O,O
['costs'],O,O
['could'],O,O
['have'],O,O
['a'],O,O
['material'],O,O
['adverse'],O,O
['effect'],O,O
['on'],O,O
['SoCalGas'],O,O
['’'],O,O
['and'],O,O
['Sempra'],O,O
['Energy'],O,O
['’'],O,O
['s'],O,O
['cash'],O,O
['flows'],O,O
"[',']",O,O
['financial'],O,O
['condition'],O,O
['and'],O,O
['results'],O,O
['of'],O,O
['operations'],O,O
['.'],O,O
['At'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['SoCalGas'],O,O
['’'],O,O
['estimated'],O,O
['costs'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Leak'],O,O
['of'],O,O
['$'],O,O
"['1,039']",I-LossContingencyAccrualAtCarryingValue,I-LossContingencyAccrualAtCarryingValue
['million'],O,O
['include'],O,O
['$'],O,O
"['1,012']",O,I-LossContingencyAccrualAtCarryingValue
['million'],O,O
['of'],O,O
