sentence,real_label,pred_label
['at'],O,O
['the'],O,O
['beginning'],O,O
['of'],O,O
['the'],O,O
['period'],O,O
['.'],O,O
,,
['10'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['Contract'],O,O
['Balances'],O,O
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['29'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['Teradyne'],O,O
['recognized'],O,O
['$'],O,O
['14.2'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['and'],O,O
['$'],O,O
['47.6'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['that'],O,O
['was'],O,O
['previously'],O,O
['included'],O,O
['within'],O,O
['the'],O,O
['deferred'],O,O
['revenue'],O,O
['and'],O,O
['customer'],O,O
['advances'],O,O
['balances'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['calculated'],O,O
['the'],O,O
['transaction'],O,O
['price'],O,O
['by'],O,O
['including'],O,O
['the'],O,O
['unconstrained'],O,O
['milestones'],O,O
['along'],O,O
['with'],O,O
['the'],O,O
['estimated'],O,O
['payments'],O,O
['for'],O,O
['research'],O,O
['and'],O,O
['development'],O,O
['services'],O,O
['and'],O,O
['recorded'],O,O
['$'],O,O
['0.1'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['0.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['as'],O,O
['collaboration'],O,O
['and'],O,O
['license'],O,O
['revenue'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['3.6'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['21.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['by'],O,O
['measuring'],O,O
['the'],O,O
['progress'],O,O
['toward'],O,O
['complete'],O,O
['satisfaction'],O,O
['of'],O,O
['the'],O,O
['performance'],O,O
['obligation'],O,O
['using'],O,O
['an'],O,O
['input'],O,O
['measure'],O,O
['.'],O,O
,,
['('],O,O
['2'],O,O
[')'],O,O
['In'],O,O
['addition'],O,O
['to'],O,O
['room'],O,O
['revenues'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['owned'],O,O
['hotels'],O,O
['earned'],O,O
['$'],O,O
['6.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['17.8'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['16.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['disaggregates'],O,O
['room'],O,O
['revenues'],O,O
['generated'],O,O
['from'],O,O
['owned'],O,O
['hotels'],O,O
['by'],O,O
['length'],O,O
['of'],O,O
['guest'],O,O
['stay'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
[')'],O,O
[':'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['In'],O,O
['addition'],O,O
['to'],O,O
['room'],O,O
['revenues'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['owned'],O,O
['hotels'],O,O
['earned'],O,O
['$'],O,O
['6.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['17.8'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['16.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['recorded'],O,O
['royalty'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['0.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['1.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Transaction'],O,O
['Agreement'],O,O
['.'],O,O
,,
['Sales'],O,O
['to'],O,O
['customers'],O,O
['outside'],O,O
['the'],O,O
['U.S.'],O,O
['were'],O,O
['approximately'],O,O
['$'],O,O
['32.1'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['31.2'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['July'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['.'],O,O
,,
['UMA'],O,O
['program'],O,O
['revenue'],O,O
['was'],O,O
['$'],O,O
['0.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['0.4'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2020'],O,O
['and'],O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['investment'],O,O
['advisory'],O,O
['fees'],O,O
['in'],O,O
['the'],O,O
['consolidated'],O,O
['statements'],O,O
['of'],O,O
['income'],O,O
['.'],O,O
,,
['Income'],O,O
['received'],O,O
['from'],O,O
['PGIM'],O,O
['Investments'],O,O
['related'],O,O
['to'],O,O
['this'],O,O
['agreement'],O,O
['was'],O,O
['$'],O,O
['3'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['for'],O,O
['both'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['for'],O,O
['both'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['.'],O,O
,,
['The'],O,O
['table'],O,O
['below'],O,O
['presents'],O,O
['select'],O,O
['combined'],O,O
['financial'],O,O
['information'],O,O
['for'],O,O
['these'],O,O
['joint'],O,O
['ventures'],O,O
[':'],O,O
['18'],O,O
['THE'],O,O
['NEW'],O,O
['HOME'],O,O
['COMPANY'],O,O
['INC'],O,O
['.'],O,O
['NOTES'],O,O
['TO'],O,O
['UNAUDITED'],O,O
['CONDENSED'],O,O
['CONSOLIDATED'],O,O
['FINANCIAL'],O,O
['STATEMENTS'],O,O
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['earned'],O,O
['$'],O,O
['0.6'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
"[',']",O,O
['$'],O,O
['1.2'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
"[',']",O,O
['$'],O,O
['0.7'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['1.7'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['respectively'],O,O
"[',']",O,O
['in'],O,O
['management'],O,O
['fees'],O,O
['from'],O,O
['its'],O,O
['unconsolidated'],O,O
['joint'],O,O
['ventures'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['no'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['sales'],O,O
['and'],O,O
['services'],O,O
['revenues'],O,O
['under'],O,O
['the'],O,O
['joint'],O,O
['development'],O,O
['agreement'],O,O
['during'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['as'],O,O
['such'],O,O
['arrangement'],O,O
['is'],O,O
['complete'],O,O
['.'],O,O
['Reorganization'],O,O
['of'],O,O
['Segments'],O,O
['Starting'],O,O
['on'],O,O
['January'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['re'],O,O
['-'],O,O
['segmented'],O,O
['its'],O,O
['business'],O,O
['into'],O,O
['two'],O,O
['new'],O,O
['operating'],O,O
['segments'],O,O
[':'],O,O
['the'],O,O
['Sorrento'],O,O
['Therapeutics'],O,O
['segment'],O,O
['and'],O,O
['the'],O,O
['Scilex'],O,O
['segment'],O,O
['.'],O,O
,,
['Out'],O,O
['of'],O,O
['scope'],O,O
['total'],O,O
['noninterest'],O,O
['income'],O,O
['includes'],O,O
['these'],O,O
['amounts'],O,O
['and'],O,O
['also'],O,O
['includes'],O,O
['('],O,O
['$'],O,O
['30'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
[')'],O,O
['million'],O,O
['of'],O,O
['Corporate'],O,O
['Other'],O,O
['noninterest'],O,O
['income'],O,O
['that'],O,O
['is'],O,O
['not'],O,O
['subject'],O,O
['to'],O,O
['ASC'],O,O
['Topic'],O,O
['606.2'],O,O
['The'],O,O
['Company'],O,O
['presents'],O,O
['out'],O,O
['of'],O,O
['scope'],O,O
['noninterest'],O,O
['income'],O,O
['for'],O,O
['the'],O,O
['purpose'],O,O
['of'],O,O
['reconciling'],O,O
['noninterest'],O,O
['income'],O,O
['amounts'],O,O
['within'],O,O
['the'],O,O
['scope'],O,O
['of'],O,O
['ASC'],O,O
['Topic'],O,O
['606'],O,O
['to'],O,O
['noninterest'],O,O
['income'],O,O
['amounts'],O,O
['presented'],O,O
['on'],O,O
['the'],O,O
['Company'],O,O
"[""'s""]",O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Income'],O,O
['.'],O,O
,,
['Proceeds'],O,O
['for'],O,O
['these'],O,O
['volumes'],O,O
['totaled'],O,O
['$'],O,O
['18'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['98'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['second'],O,O
['quarters'],O,O
['of'],O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['42'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['202'],I-RevenueFromContractWithCustomerIncludingAssessedTax,I-RevenueFromContractWithCustomerIncludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['first'],O,O
['six'],O,O
['months'],O,O
['of'],O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['and'],O,O
['2017'],O,O
"[',']",O,O
['our'],O,O
['revenues'],O,O
['included'],O,O
['$'],O,O
['145'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['85'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['related'],O,O
['to'],O,O
['the'],O,O
['services'],O,O
['we'],O,O
['provided'],O,O
['to'],O,O
['our'],O,O
['joint'],O,O
['ventures'],O,O
"[',']",O,O
['primarily'],O,O
['the'],O,O
['Ichthys'],O,O
['JV'],O,O
['within'],O,O
['our'],O,O
['HS'],O,O
['business'],O,O
['segment'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['recognized'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['5.1'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['15.5'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['from'],O,O
['such'],O,O
['affiliated'],O,O
['entities'],O,O
['and'],O,O
['we'],O,O
['recognized'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['4.3'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['12.8'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['Subsequent'],O,O
['to'],O,O
['this'],O,O
['date'],O,O
"[',']",O,O
['only'],O,O
['the'],O,O
['director'],O,O
['from'],O,O
['Ford'],O,O
['remains'],O,O
['an'],O,O
['executive'],O,O
['of'],O,O
['a'],O,O
['company'],O,O
['that'],O,O
['is'],O,O
['our'],O,O
['customer'],O,O
['.'],O,O
['Revenue'],O,O
['recognized'],O,O
['from'],O,O
['sales'],O,O
['of'],O,O
['subscriptions'],O,O
['and'],O,O
['services'],O,O
['to'],O,O
['Ford'],O,O
['was'],O,O
['$'],O,O
['2.0'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['2.5'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['November'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['November'],O,O
['2'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5.5'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['9.4'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['for'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['November'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['November'],O,O
['2'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['revenue'],O,O
['related'],O,O
['to'],O,O
['collaboration'],O,O
['agreements'],O,O
['with'],O,O
['Astellas'],O,O
['of'],O,O
['$'],O,O
['134.7'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['and'],O,O
['$'],O,O
['139.6'],I-RevenueFromRelatedParties,I-RevenueFromRelatedParties
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
