sentence,real_label,pred_label
['3.0'],B-CapitalizedContractCostAmortization,B-CapitalizedContractCostAmortization
['million'],O,O
['and'],O,O
['$'],O,O
['6.0'],B-CapitalizedContractCostAmortization,B-CapitalizedContractCostAmortization
['million'],O,O
['of'],O,O
['capitalized'],O,O
['sales'],O,O
['commissions'],O,O
['to'],O,O
['selling'],O,O
"[',']",O,O
['general'],O,O
['and'],O,O
['administrative'],O,O
['expenses'],O,O
['and'],O,O
['$'],O,O
['1.5'],B-CapitalizedContractCostAmortization,B-CapitalizedContractCostAmortization
['million'],O,O
['and'],O,O
['$'],O,O
['3.0'],B-CapitalizedContractCostAmortization,B-CapitalizedContractCostAmortization
['million'],O,O
['of'],O,O
['other'],O,O
['deferred'],O,O
['contract'],O,O
['costs'],O,O
['as'],O,O
['a'],O,O
['reduction'],O,O
['of'],O,O
['revenue'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['Intangible'],O,O
['assets'],O,O
['with'],O,O
['a'],O,O
['definite'],O,O
['life'],O,O
['are'],O,O
['amortized'],O,O
['on'],O,O
['a'],O,O
['straight'],O,O
['-'],O,O
['line'],O,O
['basis'],O,O
['with'],O,O
['estimated'],O,O
['useful'],O,O
['lives'],O,O
['typically'],O,O
['ranging'],O,O
['from'],O,O
['three'],O,O
['to'],O,O
['20'],B-FiniteLivedIntangibleAssetUsefulLife,B-FiniteLivedIntangibleAssetUsefulLife
['years'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['amortizes'],O,O
['the'],O,O
['cost'],O,O
['of'],O,O
['its'],O,O
['acquired'],O,O
['merchant'],O,O
['portfolios'],O,O
['over'],O,O
['their'],O,O
['estimated'],O,O
['useful'],O,O
['lives'],O,O
"[',']",O,O
['which'],O,O
['range'],O,O
['from'],O,O
['one'],B-FiniteLivedIntangibleAssetUsefulLife,B-FiniteLivedIntangibleAssetUsefulLife
['year'],I-FiniteLivedIntangibleAssetUsefulLife,I-FiniteLivedIntangibleAssetUsefulLife
['to'],O,O
['ten'],B-FiniteLivedIntangibleAssetUsefulLife,B-FiniteLivedIntangibleAssetUsefulLife
['years'],I-FiniteLivedIntangibleAssetUsefulLife,I-FiniteLivedIntangibleAssetUsefulLife
"[',']",O,O
['using'],O,O
['either'],O,O
['a'],O,O
['straight'],O,O
['-'],O,O
['line'],O,O
['or'],O,O
['an'],O,O
['accelerated'],O,O
['method'],O,O
['that'],O,O
['most'],O,O
['accurately'],O,O
['reflects'],O,O
['the'],O,O
['pattern'],O,O
['in'],O,O
['which'],O,O
['the'],O,O
['economic'],O,O
['benefits'],O,O
['of'],O,O
['the'],O,O
['respective'],O,O
['asset'],O,O
['is'],O,O
['consumed'],O,O
['.'],O,O
,,
['19'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['MARVELL'],O,O
['TECHNOLOGY'],O,O
['GROUP'],O,O
['LTD'],O,O
['.'],O,O
['NOTES'],O,O
['TO'],O,O
['UNAUDITED'],O,O
['CONDENSED'],O,O
['CONSOLIDATED'],O,O
['FINANCIAL'],O,O
['STATEMENTS'],O,O
['-'],O,O
['('],O,O
['Continued'],O,O
[')'],O,O
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['November'],O,O
['3'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['recognized'],O,O
['$'],O,O
['20.9'],B-InterestExpenseDebt,B-InterestExpenseDebt
['million'],O,O
['and'],O,O
['$'],O,O
['29.8'],B-InterestExpenseDebt,B-InterestExpenseDebt
['million'],O,O
['of'],O,O
['interest'],O,O
['expense'],O,O
['in'],O,O
['its'],O,O
['condensed'],O,O
['consolidated'],O,O
['statements'],O,O
['of'],O,O
['operations'],O,O
['related'],O,O
['to'],O,O
['interest'],O,O
"[',']",O,O
['amortization'],O,O
['of'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['and'],O,O
['accretion'],O,O
['of'],O,O
['discount'],O,O
['associated'],O,O
['with'],O,O
['the'],O,O
['outstanding'],O,O
['Term'],O,O
['Loan'],O,O
['and'],O,O
['Senior'],O,O
['Notes'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['As'],O,O
['of'],O,O
['November'],O,O
['2'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['aggregate'],O,O
['future'],O,O
['contractual'],O,O
['maturities'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
"[""'s""]",O,O
['outstanding'],O,O
['debt'],O,O
"[',']",O,O
['at'],O,O
['face'],O,O
['value'],O,O
"[',']",O,O
['were'],O,O
['as'],O,O
['follows'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
[')'],O,O
[':'],O,O
['Subsequent'],O,O
['Events'],O,O
['Subsequent'],O,O
['to'],O,O
['quarter'],O,O
['end'],O,O
"[',']",O,O
['on'],O,O
['November'],O,O
['4'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['entered'],O,O
['into'],O,O
['a'],O,O
['term'],O,O
['credit'],O,O
['agreement'],O,O
['('],O,O
['“'],O,O
['Term'],O,O
['Credit'],O,O
['Agreement'],O,O
['”'],O,O
[')'],O,O
['with'],O,O
['certain'],O,O
['lenders'],O,O
['.'],O,O
