sentence,real_label,pred_label
['goodwill'],O,O
"[',']",O,O
['recorded'],O,O
['as'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['acquisition'],O,O
['on'],O,O
['November'],O,O
['1'],O,O
"[',']",O,O
['2018'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recorded'],O,O
['other'],O,O
['expense'],O,O
['and'],O,O
['a'],O,O
['corresponding'],O,O
['reduction'],O,O
['in'],O,O
['the'],O,O
['carrying'],O,O
['value'],O,O
['of'],O,O
['its'],O,O
['investment'],O,O
['in'],O,O
['Kleo'],O,O
['of'],O,O
['$'],O,O
['900'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['and'],O,O
['$'],O,O
['728'],I-IncomeLossFromEquityMethodInvestments,I-IncomeLossFromEquityMethodInvestments
['for'],O,O
['its'],O,O
['proportionate'],O,O
['share'],O,O
['of'],O,O
['Kleo'],O,O
['’'],O,O
['s'],O,O
['net'],O,O
['loss'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['The'],O,O
['carrying'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['investment'],O,O
['in'],O,O
['Kleo'],O,O
['was'],O,O
['$'],O,O
"['10,514']",O,O
['and'],O,O
['$'],O,O
"['11,414']",O,O
['as'],O,O
['of'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['is'],O,O
['reported'],O,O
['as'],O,O
['equity'],O,O
['method'],O,O
['investment'],O,O
['on'],O,O
['the'],O,O
['condensed'],O,O
['consolidated'],O,O
['balance'],O,O
['sheet'],O,O
['.'],O,O
,,
['There'],O,O
['can'],O,O
['be'],O,O
['no'],O,O
['assurance'],O,O
['that'],O,O
['we'],O,O
['will'],O,O
['be'],O,O
['successful'],O,O
['in'],O,O
['obtaining'],O,O
['additional'],O,O
['insurance'],O,O
['recovery'],O,O
['for'],O,O
['these'],O,O
['costs'],O,O
['under'],O,O
['the'],O,O
['applicable'],O,O
['policies'],O,O
"[',']",O,O
['and'],O,O
['to'],O,O
['the'],O,O
['extent'],O,O
['we'],O,O
['are'],O,O
['not'],O,O
['successful'],O,O
['in'],O,O
['obtaining'],O,O
['coverage'],O,O
['or'],O,O
['these'],O,O
['costs'],O,O
['exceed'],O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['our'],O,O
['coverage'],O,O
"[',']",O,O
['such'],O,O
['costs'],O,O
['could'],O,O
['have'],O,O
['a'],O,O
['material'],O,O
['adverse'],O,O
['effect'],O,O
['on'],O,O
['SoCalGas'],O,O
['’'],O,O
['and'],O,O
['Sempra'],O,O
['Energy'],O,O
['’'],O,O
['s'],O,O
['cash'],O,O
['flows'],O,O
"[',']",O,O
['financial'],O,O
['condition'],O,O
['and'],O,O
['results'],O,O
['of'],O,O
['operations'],O,O
['.'],O,O
['At'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['SoCalGas'],O,O
['’'],O,O
['estimated'],O,O
['costs'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Leak'],O,O
['of'],O,O
['$'],O,O
"['1,039']",I-LossContingencyAccrualAtCarryingValue,I-LossContingencyAccrualAtCarryingValue
['million'],O,O
['include'],O,O
['$'],O,O
"['1,012']",O,O
['million'],O,O
['of'],O,O
['costs'],O,O
['recovered'],O,O
['or'],O,O
['probable'],O,O
['of'],O,O
['recovery'],O,O
['from'],O,O
['insurance'],O,O
['.'],O,O
,,
['In'],O,O
['January'],O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['entered'],O,O
['into'],O,O
['a'],O,O
['settlement'],O,O
['agreement'],O,O
['with'],O,O
['the'],O,O
['District'],O,O
['pursuant'],O,O
['to'],O,O
['which'],O,O
['we'],O,O
['paid'],O,O
['the'],O,O
['District'],O,O
['$'],O,O
"['990,000']",I-LossContingencyDamagesSoughtValue,I-LossContingencyDamagesSoughtValue
['to'],O,O
['settle'],O,O
['all'],O,O
['claims'],O,O
['and/or'],O,O
['potential'],O,O
['claims'],O,O
['arising'],O,O
['out'],O,O
['of'],O,O
['our'],O,O
['use'],O,O
['of'],O,O
['the'],O,O
['three'],O,O
['power'],O,O
['generation'],O,O
['units'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['remainder'],O,O
['of'],O,O
['the'],O,O
['claims'],O,O
"[',']",O,O
['which'],O,O
['largely'],O,O
['appear'],O,O
['to'],O,O
['be'],O,O
['direct'],O,O
['in'],O,O
['nature'],O,O
['('],O,O
['approximately'],O,O
['South'],O,O
['African'],O,O
['Rand'],O,O
['948.0'],I-LossContingencyEstimateOfPossibleLoss,I-LossContingencyEstimateOfPossibleLoss
['or'],O,O
['$'],O,O
['63.2'],I-LossContingencyEstimateOfPossibleLoss,I-LossContingencyEstimateOfPossibleLoss
[')'],O,O
"[',']",O,O
['DBT'],O,O
['has'],O,O
['numerous'],O,O
['other'],O,O
['defenses'],O,O
['and'],O,O
"[',']",O,O
['thus'],O,O
"[',']",O,O
['we'],O,O
['believe'],O,O
['that'],O,O
['DBT'],O,O
['’'],O,O
['s'],O,O
['probable'],O,O
['loss'],O,O
['associated'],O,O
['with'],O,O
['these'],O,O
['claims'],O,O
['has'],O,O
['been'],O,O
['appropriately'],O,O
['reflected'],O,O
['in'],O,O
['provisions'],O,O
['established'],O,O
['in'],O,O
['prior'],O,O
['periods'],O,O
['and'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['accompanying'],O,O
['condensed'],O,O
['consolidated'],O,O
['balance'],O,O
['sheets'],O,O
['.'],O,O
,,
['The'],O,O
['schedule'],O,O
['for'],O,O
['responding'],O,O
['to'],O,O
['that'],O,O
['Complaint'],O,O
['has'],O,O
['not'],O,O
['yet'],O,O
['been'],O,O
['established'],O,O
['.'],O,O
['The'],O,O
['plaintiffs'],O,O
['in'],O,O
['two'],I-LossContingencyPendingClaimsNumber,I-LossContingencyPendingClaimsNumber
['of'],O,O
['the'],O,O
['cases'],O,O
['remaining'],O,O
['in'],O,O
['the'],O,O
['Parish'],O,O
['of'],O,O
['East'],O,O
['Baton'],O,O
['Rouge'],O,O
['have'],O,O
['granted'],O,O
['SEI'],O,O
['and'],O,O
['SPTC'],O,O
['indefinite'],O,O
['extensions'],O,O
['to'],O,O
['respond'],O,O
['to'],O,O
['the'],O,O
['petitions'],O,O
['.'],O,O
['In'],O,O
['the'],O,O
['two'],I-LossContingencyPendingClaimsNumber,I-LossContingencyPendingClaimsNumber
['additional'],O,O
['cases'],O,O
"[',']",O,O
['filed'],O,O
['in'],O,O
['East'],O,O
['Baton'],O,O
['Rouge'],O,O
['and'],O,O
['brought'],O,O
['by'],O,O
['the'],O,O
['same'],O,O
['counsel'],O,O
['who'],O,O
['filed'],O,O
['the'],O,O
['Lillie'],O,O
['action'],O,O
"[',']",O,O
['virtually'],O,O
['all'],O,O
['of'],O,O
['the'],O,O
['litigation'],O,O
['to'],O,O
['date'],O,O
['has'],O,O
['involved'],O,O
['motions'],O,O
['practice'],O,O
['and'],O,O
['appellate'],O,O
['litigation'],O,O
['regarding'],O,O
['the'],O,O
['existence'],O,O
['of'],O,O
['federal'],O,O
['subjection'],O,O
['matter'],O,O
['jurisdiction'],O,O
['under'],O,O
['the'],O,O
['federal'],O,O
['Securities'],O,O
['Litigation'],O,O
['Uniform'],O,O
['Standards'],O,O
['Act'],O,O
['('],O,O
['SLUSA'],O,O
[')'],O,O
['.'],O,O
,,
['As'],O,O
['of'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['forty'],I-LossContingencyPendingClaimsNumber,I-LossContingencyPendingClaimsNumber
['five'],I-LossContingencyPendingClaimsNumber,I-LossContingencyPendingClaimsNumber
['cases'],O,O
['remain'],O,O
['pending'],O,O
['resolution'],O,O
['.'],O,O
,,
['If'],O,O
['these'],O,O
['items'],O,O
['are'],O,O
['not'],O,O
['utilized'],O,O
['against'],O,O
['taxable'],O,O
['income'],O,O
"[',']",O,O
['$'],O,O
['457'],I-OperatingLossCarryforwards,I-OperatingLossCarryforwards
['of'],O,O
['the'],O,O
['income'],O,O
['tax'],O,O
['loss'],O,O
['carryforwards'],O,O
['will'],O,O
['expire'],O,O
['from'],O,O
['2020'],O,O
['through'],O,O
['2039'],O,O
['.'],O,O
