sentence,real_label,pred_label
['base'],O,O
['rent'],O,O
['collected'],O,O
['from'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['top'],O,O
['five'],O,O
['tenant'],O,O
['relationships'],O,O
['comprises'],O,O
['18.2'],I-ConcentrationRiskPercentage1,I-ConcentrationRiskPercentage1
['%'],O,O
['of'],O,O
['its'],O,O
['total'],O,O
['annualized'],O,O
['base'],O,O
['rent'],O,O
['for'],O,O
['the'],O,O
['period'],O,O
['ending'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['.'],O,O
,,
['In'],O,O
['the'],O,O
['first'],O,O
['nine'],O,O
['months'],O,O
['of'],O,O
['2019'],O,O
"[',']",O,O
['approximately'],O,O
['58'],I-ConcentrationRiskPercentage1,I-ConcentrationRiskPercentage1
['%'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['revenues'],O,O
['came'],O,O
['from'],O,O
['customers'],O,O
['outside'],O,O
['the'],O,O
['United'],O,O
['States'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['recognized'],O,O
['revenues'],O,O
['of'],O,O
['$'],O,O
['1.1'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['and'],O,O
['$'],O,O
['2.5'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['that'],O,O
['was'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
['contract'],O,O
['liabilities'],O,O
['balance'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['we'],O,O
['recognized'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['320'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['and'],O,O
['$'],O,O
['901'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['that'],O,O
['was'],O,O
['previously'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['beginning'],O,O
['balance'],O,O
['of'],O,O
['contract'],O,O
['liabilities'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['recognized'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['29.0'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['related'],O,O
['to'],O,O
['customer'],O,O
['payments'],O,O
['that'],O,O
['were'],O,O
['included'],O,O
['as'],O,O
['contract'],O,O
['liabilities'],O,O
['in'],O,O
['the'],O,O
['consolidated'],O,O
['balance'],O,O
['sheet'],O,O
['as'],O,O
['of'],O,O
['July'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['period'],O,O
['ended'],O,O
['May'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['recognized'],O,O
['revenue'],O,O
['associated'],O,O
['with'],O,O
['contract'],O,O
['liabilities'],O,O
['of'],O,O
['approximately'],O,O
['$'],O,O
['35.1'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['that'],O,O
['were'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['contract'],O,O
['liabilities'],O,O
['balance'],O,O
['at'],O,O
['the'],O,O
['beginning'],O,O
['of'],O,O
['the'],O,O
['period'],O,O
['.'],O,O
,,
['10'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['Contract'],O,O
['Balances'],O,O
['During'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['29'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['Teradyne'],O,O
['recognized'],O,O
['$'],O,O
['14.2'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['and'],O,O
['$'],O,O
['47.6'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['that'],O,O
['was'],O,O
['previously'],O,O
['included'],O,O
['within'],O,O
['the'],O,O
['deferred'],O,O
['revenue'],O,O
['and'],O,O
['customer'],O,O
['advances'],O,O
['balances'],O,O
['.'],O,O
,,
['Significant'],O,O
['changes'],O,O
['in'],O,O
['contract'],O,O
['liabilities'],O,O
['during'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
['included'],O,O
['$'],O,O
"['1,146']",I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['of'],O,O
['revenue'],O,O
['recognized'],O,O
['that'],O,O
['was'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['contract'],O,O
['liability'],O,O
['at'],O,O
['the11Table'],O,O
['of'],O,O
['Contents'],O,O
['beginning'],O,O
['of'],O,O
['the'],O,O
['period'],O,O
"[',']",O,O
['and'],O,O
['increases'],O,O
['of'],O,O
['$'],O,O
"['1,754']",O,O
['due'],O,O
['to'],O,O
['billings'],O,O
['in'],O,O
['excess'],O,O
['of'],O,O
['costs'],O,O
"[',']",O,O
['excluding'],O,O
['amounts'],O,O
['recognized'],O,O
['as'],O,O
['revenue'],O,O
['during'],O,O
['the'],O,O
['period'],O,O
['.'],O,O
,,
['Total'],O,O
['revenue'],O,O
['recognized'],O,O
['during'],O,O
['each'],O,O
['of'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['that'],O,O
['was'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['contract'],O,O
['liability'],O,O
['balance'],O,O
['at'],O,O
['the'],O,O
['beginning'],O,O
['of'],O,O
['2019'],O,O
"[',']",O,O
['was'],O,O
['$'],O,O
['0.1'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['and'],O,O
['$'],O,O
['1.2'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['REVENUE'],O,O
['('],O,O
['continued'],O,O
[')'],O,O
['As'],O,O
['of'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['our'],O,O
['contract'],O,O
['liability'],O,O
['balances'],O,O
['('],O,O
['for'],O,O
['extended'],O,O
['warranties'],O,O
"[',']",O,O
['downpayments'],O,O
['and'],O,O
['deposits'],O,O
"[',']",O,O
['collectively'],O,O
[')'],O,O
['totaled'],O,O
['$'],O,O
['53'],O,O
['million'],O,O
"[',']",O,O
['of'],O,O
['which'],O,O
['$'],O,O
['15'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['was'],O,O
['recognized'],O,O
['as'],O,O
['revenue'],O,O
['in'],O,O
['the'],O,O
['first'],O,O
['six'],O,O
['months'],O,O
['of'],O,O
['2019'],O,O
['.'],O,O
,,
['There'],O,O
['was'],O,O
['$'],O,O
['55.4'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['of'],O,O
['revenue'],O,O
['recognized'],O,O
['during'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['that'],O,O
['was'],O,O
['previously'],O,O
['deferred'],O,O
['as'],O,O
['of'],O,O
['January'],O,O
['1'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['revenue'],O,O
['that'],O,O
['was'],O,O
['included'],O,O
['in'],O,O
['the'],O,O
['opening'],O,O
['contract'],O,O
['liabilities'],O,O
['balance'],O,O
['was'],O,O
['$'],O,O
['22.5'],I-ContractWithCustomerLiabilityRevenueRecognized,I-ContractWithCustomerLiabilityRevenueRecognized
['million'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['calculated'],O,O
['the'],O,O
['transaction'],O,O
['price'],O,O
['by'],O,O
['including'],O,O
['the'],O,O
['unconstrained'],O,O
['milestones'],O,O
['along'],O,O
['with'],O,O
['the'],O,O
['estimated'],O,O
['payments'],O,O
['for'],O,O
['research'],O,O
['and'],O,O
['development'],O,O
['services'],O,O
['and'],O,O
['recorded'],O,O
['$'],O,O
['0.1'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['0.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['as'],O,O
['collaboration'],O,O
['and'],O,O
['license'],O,O
['revenue'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['3.6'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['21.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['by'],O,O
['measuring'],O,O
['the'],O,O
['progress'],O,O
['toward'],O,O
['complete'],O,O
['satisfaction'],O,O
['of'],O,O
['the'],O,O
['performance'],O,O
['obligation'],O,O
['using'],O,O
['an'],O,O
['input'],O,O
['measure'],O,O
['.'],O,O
,,
['('],O,O
['2'],O,O
[')'],O,O
['In'],O,O
['addition'],O,O
['to'],O,O
['room'],O,O
['revenues'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['owned'],O,O
['hotels'],O,O
['earned'],O,O
['$'],O,O
['6.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['17.8'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['16.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['disaggregates'],O,O
['room'],O,O
['revenues'],O,O
['generated'],O,O
['from'],O,O
['owned'],O,O
['hotels'],O,O
['by'],O,O
['length'],O,O
['of'],O,O
['guest'],O,O
['stay'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['('],O,O
['in'],O,O
['thousands'],O,O
[')'],O,O
[':'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['_'],O,O
['('],O,O
['1'],O,O
[')'],O,O
['In'],O,O
['addition'],O,O
['to'],O,O
['room'],O,O
['revenues'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['owned'],O,O
['hotels'],O,O
['earned'],O,O
['$'],O,O
['6.5'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['17.8'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['5.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['16.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['of'],O,O
['other'],O,O
['hotel'],O,O
['revenues'],O,O
['during'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['For'],O,O
['the'],O,O
['three'],O,O
['and'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['recorded'],O,O
['royalty'],O,O
['revenue'],O,O
['of'],O,O
['$'],O,O
['0.9'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['1.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Transaction'],O,O
['Agreement'],O,O
['.'],O,O
,,
['Sales'],O,O
['to'],O,O
['customers'],O,O
['outside'],O,O
['the'],O,O
['U.S.'],O,O
['were'],O,O
['approximately'],O,O
['$'],O,O
['32.1'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['31.2'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['July'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['.'],O,O
,,
['UMA'],O,O
['program'],O,O
['revenue'],O,O
['was'],O,O
['$'],O,O
['0.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['0.4'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2020'],O,O
['and'],O,O
['2019'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['and'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['investment'],O,O
['advisory'],O,O
['fees'],O,O
['in'],O,O
['the'],O,O
['consolidated'],O,O
['statements'],O,O
['of'],O,O
['income'],O,O
['.'],O,O
,,
['Total'],O,O
['revenue'],O,O
['recognized'],O,O
['from'],O,O
['these'],O,O
['contracts'],O,O
['with'],O,O
['customers'],O,O
['was'],O,O
['$'],O,O
['7.7'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['7.6'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['for'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
"[',']",O,O
['and'],O,O
['$'],O,O
['15.0'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['$'],O,O
['15.1'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
"[',']",O,O
['respectively'],O,O
"[',']",O,O
['for'],O,O
['the'],O,O
['six'],O,O
['months'],O,O
['ended'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['2018'],O,O
['.'],O,O
,,
['In'],O,O
['2017'],O,O
"[',']",O,O
['we'],O,O
['recognized'],O,O
['a'],O,O
['$'],O,O
['40.0'],O,O
['million'],O,O
['sales'],O,O
['milestone'],O,O
['for'],O,O
['Novartis'],O,O
['achieving'],O,O
['annual'],O,O
['net'],O,O
['sales'],O,O
['of'],O,O
['a'],O,O
['JAK'],O,O
['licensed'],O,O
['product'],O,O
['of'],O,O
['$'],O,O
['600.0'],I-RevenueFromContractWithCustomerExcludingAssessedTax,I-RevenueFromContractWithCustomerExcludingAssessedTax
['million'],O,O
['and'],O,O
['a'],O,O
['$'],O,O
['25.0'],O,O
['million'],O,O
['development'],O,O
['milestone'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['formal'],O,O
['initiation'],O,O
['by'],O,O
['Novartis'],O,O
['of'],O,O
['a'],O,O
['Phase'],O,O
['III'],O,O
['clinical'],O,O
['trial'],O,O
['evaluating'],O,O
['ruxolitinib'],O,O
['in'],O,O
['GVHD'],O,O
['.'],O,O
,,
['There'],O,O
['was'],O,O
