sentence,real_label,pred_label
['million'],O,O
['and'],O,O
['$'],O,O
['14'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
"[',']",O,O
['respectively'],O,O
['.'],O,O
,,
['The'],O,O
['actual'],O,O
['and'],O,O
['final'],O,O
['cost'],O,O
['for'],O,O
['remediation'],O,O
['will'],O,O
['not'],O,O
['be'],O,O
['fully'],O,O
['determinable'],O,O
['until'],O,O
['a'],O,O
['final'],O,O
['feasibility'],O,O
['study'],O,O
['is'],O,O
['submitted'],O,O
['and'],O,O
['accepted'],O,O
['by'],O,O
['the'],O,O
['OEPA'],O,O
['and'],O,O
['work'],O,O
['plans'],O,O
['are'],O,O
['prepared'],O,O
"[',']",O,O
['which'],O,O
['is'],O,O
['expected'],O,O
['to'],O,O
['occur'],O,O
['in'],O,O
['the'],O,O
['next'],O,O
['12'],O,O
['months'],O,O
['.'],O,O
['The'],O,O
['following'],O,O
['table'],O,O
['presents'],O,O
['the'],O,O
['changes'],O,O
['in'],O,O
['our'],O,O
['environmental'],O,O
['accrual'],O,O
"[',']",O,O
['which'],O,O
['was'],O,O
['primarily'],O,O
['included'],O,O
['in'],O,O
['Long'],O,O
['-'],O,O
['term'],O,O
['liabilities'],O,O
['('],O,O
['in'],O,O
['millions'],O,O
['of'],O,O
['dollars'],O,O
[')'],O,O
[':'],O,O
['At'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['our'],O,O
['environmental'],O,O
['accrual'],O,O
['of'],O,O
['$'],O,O
['16.9'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
['represented'],O,O
['our'],O,O
['estimate'],O,O
['of'],O,O
['the'],O,O
['incremental'],O,O
['remediation'],O,O
['cost'],O,O
['based'],O,O
['on'],O,O
[':'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['proposed'],O,O
['alternatives'],O,O
['in'],O,O
['the'],O,O
['final'],O,O
['feasibility'],O,O
['study'],O,O
['related'],O,O
['to'],O,O
['the'],O,O
['Trentwood'],O,O
['facility'],O,O
[';'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['currently'],O,O
['available'],O,O
['facts'],O,O
['with'],O,O
['respect'],O,O
['to'],O,O
['our'],O,O
['Newark'],O,O
['facility'],O,O
[';'],O,O
['and'],O,O
['('],O,O
['iii'],O,O
[')'],O,O
['facts'],O,O
['related'],O,O
['to'],O,O
['certain'],O,O
['other'],O,O
['locations'],O,O
['owned'],O,O
['or'],O,O
['formerly'],O,O
['owned'],O,O
['by'],O,O
['us'],O,O
['.'],O,O
,,
['As'],O,O
['of'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['reserves'],O,O
['for'],O,O
['environmental'],O,O
['liabilities'],O,O
['for'],O,O
['continuing'],O,O
['operations'],O,O
['totaled'],O,O
['$'],O,O
['30'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
"[',']",O,O
['of'],O,O
['which'],O,O
['$'],O,O
['15'],O,O
['million'],O,O
['was'],O,O
['recorded'],O,O
['within'],O,O
['other'],O,O
['current'],O,O
['liabilities'],O,O
['and'],O,O
['$'],O,O
['15'],O,O
['million'],O,O
['was'],O,O
['recorded'],O,O
['within'],O,O
['other'],O,O
['noncurrent'],O,O
['liabilities'],O,O
['in'],O,O
['the'],O,O
['consolidated'],O,O
['statements'],O,O
['of'],O,O
['financial'],O,O
['position'],O,O
['.'],O,O
,,
['Under'],O,O
['the'],O,O
['terms'],O,O
['of'],O,O
['the'],O,O
['consent'],O,O
['order'],O,O
"[',']",O,O
['the'],O,O
['State'],O,O
['will'],O,O
['discuss'],O,O
['options'],O,O
['with'],O,O
['UI'],O,O
['on'],O,O
['recovering'],O,O
['or'],O,O
['funding'],O,O
['any'],O,O
['cost'],O,O
['above'],O,O
['$'],O,O
['30'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
['such'],O,O
['as'],O,O
['through'],O,O
['public'],O,O
['funding'],O,O
['or'],O,O
['recovery'],O,O
['from'],O,O
['third'],O,O
['parties'],O,O
[';'],O,O
['however'],O,O
"[',']",O,O
['it'],O,O
['is'],O,O
['not'],O,O
['bound'],O,O
['to'],O,O
['agree'],O,O
['to'],O,O
['or'],O,O
['support'],O,O
['any'],O,O
['means'],O,O
['of'],O,O
['recovery'],O,O
['or'],O,O
['funding'],O,O
['.'],O,O
,,
['The'],O,O
['total'],O,O
['accrued'],O,O
['liability'],O,O
['for'],O,O
['these'],O,O
['projects'],O,O
['at'],O,O
['June'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['was'],O,O
['approximately'],O,O
['$'],O,O
['5'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
['.'],O,O
,,
['At'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['Consumers'],O,O
['had'],O,O
['a'],O,O
['recorded'],O,O
['liability'],O,O
['of'],O,O
['$'],O,O
['3'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
['for'],O,O
['its'],O,O
['share'],O,O
['of'],O,O
['the'],O,O
['total'],O,O
['liability'],O,O
['at'],O,O
['these'],O,O
['sites'],O,O
"[',']",O,O
['the'],O,O
['minimum'],O,O
['amount'],O,O
['in'],O,O
['the'],O,O
['range'],O,O
['of'],O,O
['its'],O,O
['estimated'],O,O
['probable'],O,O
['CERCLA'],O,O
['liability'],O,O
"[',']",O,O
['as'],O,O
['no'],O,O
['amount'],O,O
['in'],O,O
['the'],O,O
['range'],O,O
['was'],O,O
['considered'],O,O
['a'],O,O
['better'],O,O
['estimate'],O,O
['than'],O,O
['any'],O,O
['other'],O,O
['amount'],O,O
['.'],O,O
['The'],O,O
['timing'],O,O
['of'],O,O
['payments'],O,O
['related'],O,O
['to'],O,O
['Consumers'],O,O
['’'],O,O
['remediation'],O,O
['and'],O,O
['other'],O,O
['response'],O,O
['activities'],O,O
['at'],O,O
['its'],O,O
['CERCLA'],O,O
['and'],O,O
['NREPA'],O,O
['sites'],O,O
['is'],O,O
['uncertain'],O,O
['.'],O,O
,,
['At'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2020'],O,O
"[',']",O,O
['Consumers'],O,O
['had'],O,O
['a'],O,O
['recorded'],O,O
['liability'],O,O
['of'],O,O
['less'],O,O
['than'],O,O
['$'],O,O
['1'],I-AccrualForEnvironmentalLossContingencies,I-AccrualForEnvironmentalLossContingencies
['million'],O,O
"[',']",O,O
['the'],O,O
['minimum'],O,O
['amount'],O,O
['in'],O,O
['the'],O,O
['range'],O,O
['of'],O,O
['its'],O,O
['estimated'],O,O
['probable'],O,O
['liability'],O,O
"[',']",O,O
['as'],O,O
['no'],O,O
['amount'],O,O
['in'],O,O
['the'],O,O
['range'],O,O
['was'],O,O
['considered'],O,O
['a'],O,O
['better'],O,O
['estimate'],O,O
['than'],O,O
['any'],O,O
['other'],O,O
['amount'],O,O
['.'],O,O
['Ray'],O,O
['Compressor'],O,O
['Station'],O,O
[':'],O,O
['On'],O,O
['January'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['Consumers'],O,O
['experienced'],O,O
['a'],O,O
['fire'],O,O
['at'],O,O
['the'],O,O
['Ray'],O,O
['Compressor'],O,O
['Station'],O,O
"[',']",O,O
['which'],O,O
['resulted'],O,O
['in'],O,O
['the'],O,O
['Ray'],O,O
['Storage'],O,O
['Field'],O,O
['being'],O,O
['off'],O,O
['-'],O,O
['line'],O,O
['or'],O,O
['operating'],O,O
['at'],O,O
['significantly'],O,O
['reduced'],O,O
['capacity'],O,O
"[',']",O,O
['which'],O,O
['negatively'],O,O
['affected'],O,O
['Consumers'],O,O
['’'],O,O
['natural'],O,O
['gas'],O,O
['supply'],O,O
['and'],O,O
['delivery'],O,O
['capacity'],O,O
['.'],O,O
,,
['The'],O,O
['agreements'],O,O
['are'],O,O
['generally'],O,O
['7'],O,O
['-'],O,O
['year'],O,O
['terms'],O,O
['with'],O,O
['interest'],O,O
['rates'],O,O
['ranging'],O,O
['from'],O,O
['1.92'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['to'],O,O
['5.04'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['.'],O,O
,,
['The'],O,O
['mortgage'],O,O
['loans'],O,O
['and'],O,O
['note'],O,O
['bear'],O,O
['fixed'],O,O
['interest'],O,O
['rates'],O,O
['of'],O,O
['3.3'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['per'],O,O
['annum'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['pays'],O,O
['cash'],O,O
['interest'],O,O
['at'],O,O
['an'],O,O
['annual'],O,O
['rate'],O,O
['of'],O,O
['2.625'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
"[',']",O,O
['on'],O,O
['a'],O,O
['semi'],O,O
['-'],O,O
['annual'],O,O
['basis'],O,O
['on'],O,O
['May'],O,O
['15'],O,O
['and'],O,O
['November'],O,O
['15'],O,O
['of'],O,O
['each'],O,O
['year'],O,O
['.'],O,O
,,
['The'],O,O
['Base'],O,O
['Rate'],O,O
['is'],O,O
['the'],O,O
['highest'],O,O
['of'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['the'],O,O
['Federal'],O,O
['Funds'],O,O
['Rate'],O,O
['plus'],O,O
['0.50'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
"[',']",O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['Bank'],O,O
['of'],O,O
['America'],O,O
['prime'],O,O
['rate'],O,O
"[',']",O,O
['and'],O,O
['('],O,O
['iii'],O,O
[')'],O,O
['one'],O,O
['month'],O,O
['LIBOR'],O,O
['plus'],O,O
['1.00'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['.'],O,O
,,
['The'],O,O
['remaining'],O,O
['acquired'],O,O
['entities'],O,O
['now'],O,O
['operate'],O,O
['as'],O,O
['a'],O,O
['new'],O,O
['segment'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['in'],O,O
['Texas'],O,O
"[',']",O,O
['with'],O,O
['core'],O,O
['markets'],O,O
['of'],O,O
['Austin'],O,O
['and'],O,O
['San'],O,O
['Antonio'],O,O
['.'],O,O
['The'],O,O
['Company'],O,O
['financed'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
['with'],O,O
['a'],O,O
['combination'],O,O
['of'],O,O
['proceeds'],O,O
['from'],O,O
['its'],O,O
['issuance'],O,O
['of'],O,O
['$'],O,O
['350'],O,O
['million'],O,O
['in'],O,O
['aggregate'],O,O
['principal'],O,O
['amount'],O,O
['of'],O,O
['6.00'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2023'],O,O
"[',']",O,O
['cash'],O,O
['on'],O,O
['hand'],O,O
"[',']",O,O
['and'],O,O
['approximately'],O,O
['$'],O,O
['194.3'],O,O
['million'],O,O
['of'],O,O
['aggregate'],O,O
['proceeds'],O,O
['from'],O,O
['a'],O,O
['land'],O,O
['banking'],O,O
['arrangement'],O,O
['with'],O,O
['respect'],O,O
['to'],O,O
['land'],O,O
['parcels'],O,O
['in'],O,O
['various'],O,O
['stages'],O,O
['of'],O,O
['development'],O,O
['.'],O,O
['As'],O,O
['a'],O,O
['result'],O,O
['of'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
"[',']",O,O
['the'],O,O
['entities'],O,O
['comprising'],O,O
['the'],O,O
['business'],O,O
['of'],O,O
['RSI'],O,O
['Communities'],O,O
['became'],O,O
['wholly'],O,O
['-'],O,O
['owned'],O,O
['direct'],O,O
['or'],O,O
['indirect'],O,O
['subsidiaries'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
"[',']",O,O
['and'],O,O
['its'],O,O
['results'],O,O
['are'],O,O
['included'],O,O
['in'],O,O
['our'],O,O
['condensed'],O,O
['consolidated'],O,O
['financial'],O,O
['statements'],O,O
['and'],O,O
['related'],O,O
['disclosures'],O,O
['from'],O,O
['the'],O,O
['date'],O,O
['of'],O,O
['the'],O,O
['RSI'],O,O
['Acquisition'],O,O
['.'],O,O
['The'],O,O
['RSI'],O,O
['Acquisition'],O,O
['was'],O,O
['accounted'],O,O
['for'],O,O
['as'],O,O
['a'],O,O
['business'],O,O
['combination'],O,O
['in'],O,O
['accordance'],O,O
['with'],O,O
['ASC'],O,O
['805'],O,O
['.'],O,O
,,
['The'],O,O
['book'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['5.5'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['Senior'],O,O
['Notes'],O,O
['('],O,O
['Senior'],O,O
['Notes'],O,O
[')'],O,O
['due'],O,O
['in'],O,O
['2026'],O,O
"[',']",O,O
['which'],O,O
['are'],O,O
['fixed'],O,O
['rate'],O,O
['debt'],O,O
"[',']",O,O
['are'],O,O
['carried'],O,O
['at'],O,O
['amortized'],O,O
['cost'],O,O
['.'],O,O
,,
['In'],O,O
['addition'],O,O
"[',']",O,O
"[""Lu'An""]",O,O
['made'],O,O
['a'],O,O
['loan'],O,O
['of'],O,O
['2.6'],O,O
['billion'],O,O
['RMB'],O,O
['to'],O,O
['the'],O,O
['JV'],O,O
['with'],O,O
['regularly'],O,O
['scheduled'],O,O
['principal'],O,O
['and'],O,O
['interest'],O,O
['payments'],O,O
['at'],O,O
['a'],O,O
['fixed'],O,O
['interest'],O,O
['rate'],O,O
['of'],O,O
['5.5'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
"[',']",O,O
['and'],O,O
['we'],O,O
['established'],O,O
['a'],O,O
['liability'],O,O
['of'],O,O
['2.3'],O,O
['billion'],O,O
['RMB'],O,O
['for'],O,O
['remaining'],O,O
['cash'],O,O
['payments'],O,O
['.'],O,O
,,
['However'],O,O
"[',']",O,O
['Renaissance'],O,O
['Re'],O,O
['does'],O,O
['not'],O,O
['guarantee'],O,O
['or'],O,O
['provide'],O,O
['credit'],O,O
['support'],O,O
['for'],O,O
['DaVinciRe'],O,O
['and'],O,O
['Renaissance'],O,O
['Re'],O,O
['’'],O,O
['s'],O,O
['financial'],O,O
['exposure'],O,O
['to'],O,O
['DaVinciRe'],O,O
['is'],O,O
['limited'],O,O
['to'],O,O
['its'],O,O
['investment'],O,O
['in'],O,O
['DaVinciRe'],O,O
['’'],O,O
['s'],O,O
['shares'],O,O
['and'],O,O
['counterparty'],O,O
['credit'],O,O
['risk'],O,O
['arising'],O,O
['from'],O,O
['reinsurance'],O,O
['transactions.3.600'],O,O
['%'],O,O
['Senior'],O,O
['Notes'],O,O
['Due'],O,O
['2029'],O,O
['On'],O,O
['April'],O,O
['2'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['issued'],O,O
['$'],O,O
['400.0'],O,O
['million'],O,O
['of'],O,O
['its'],O,O
['3.600'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['Senior'],O,O
['Notes'],O,O
['due'],O,O
['April'],O,O
['15'],O,O
"[',']",O,O
['2029'],O,O
"[',']",O,O
['with'],O,O
['interest'],O,O
['on'],O,O
['the'],O,O
['notes'],O,O
['payable'],O,O
['on'],O,O
['April'],O,O
['15'],O,O
['and'],O,O
['October'],O,O
['15'],O,O
['of'],O,O
['each'],O,O
['year'],O,O
"[',']",O,O
['commencing'],O,O
['on'],O,O
['October'],O,O
['15'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
,,
['The'],O,O
['notes'],O,O
['issued'],O,O
['in'],O,O
['November'],O,O
['2017'],O,O
['were'],O,O
['issued'],O,O
['as'],O,O
['additional'],O,O
['notes'],O,O
['under'],O,O
['the'],O,O
['same'],O,O
['indenture'],O,O
['as'],O,O
['our'],O,O
['5.25'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2025'],O,O
['that'],O,O
['were'],O,O
['issued'],O,O
['in'],O,O
['April'],O,O
['2017'],O,O
"[',']",O,O
['and'],O,O
"[',']",O,O
['as'],O,O
['such'],O,O
"[',']",O,O
['form'],O,O
['a'],O,O
['single'],O,O
['series'],O,O
['and'],O,O
['trade'],O,O
['interchangeably'],O,O
['with'],O,O
['the'],O,O
['previously'],O,O
['issued'],O,O
['5.25'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['2025'],O,O
['.'],O,O
['We'],O,O
['used'],O,O
['the'],O,O
['net'],O,O
['proceeds'],O,O
['of'],O,O
['the'],O,O
['April'],O,O
['2017'],O,O
['offering'],O,O
['to'],O,O
['repay'],O,O
['all'],O,O
['of'],O,O
['the'],O,O
['outstanding'],O,O
['borrowings'],O,O
['and'],O,O
['amounts'],O,O
['due'],O,O
['under'],O,O
['our'],O,O
['revolving'],O,O
['credit'],O,O
['facility'],O,O
['and'],O,O
['tranche'],O,O
['A'],O,O
['term'],O,O
['loans'],O,O
"[',']",O,O
['and'],O,O
['to'],O,O
['pay'],O,O
['related'],O,O
['fees'],O,O
['and'],O,O
['expenses'],O,O
['.'],O,O
,,
['Long'],O,O
['-'],O,O
['Term'],O,O
['DebtOverviewLong'],O,O
['-'],O,O
['term'],O,O
['debt'],O,O
"[',']",O,O
['including'],O,O
['current'],O,O
['portion'],O,O
"[',']",O,O
['as'],O,O
['of'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
['and'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2018'],O,O
"[',']",O,O
['was'],O,O
['comprised'],O,O
['of'],O,O
['the'],O,O
['following'],O,O
[':'],O,O
['2023'],O,O
['Notes'],O,O
['We'],O,O
['issued'],O,O
['$'],O,O
['600'],O,O
['million'],O,O
['in'],O,O
['aggregate'],O,O
['principal'],O,O
['amount'],O,O
['of'],O,O
['5.875'],I-DebtInstrumentInterestRateStatedPercentage,I-DebtInstrumentInterestRateStatedPercentage
['%'],O,O
['senior'],O,O
['unsecured'],O,O
['notes'],O,O
['due'],O,O
['2023'],O,O
['('],O,O
['or'],O,O
['the'],O,O
['“'],O,O
['2023'],O,O
['Notes'],O,O
['”'],O,O
[')'],O,O
['on'],O,O
['May'],O,O
['8'],O,O
"[',']",O,O
['2013'],O,O
['.'],O,O
,,
['We'],O,O
['recorded'],O,O
['an'],O,O
['$'],O,O
['11'],I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['million'],O,O
['loss'],O,O
['on'],O,O
['debt'],O,O
['extinguishment'],O,O
['within'],O,O
['interest'],O,O
['expense'],O,O
['and'],O,O
['a'],O,O
['$'],O,O
['5'],O,O
['million'],O,O
['reduction'],O,O
['in'],O,O
['accrued'],O,O
['interest'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['reviewed'],O,O
['this'],O,O
['amendment'],O,O
['for'],O,O
['extinguishment'],O,O
['accounting'],O,O
['and'],O,O
['concluded'],O,O
['that'],O,O
['as'],O,O
['of'],O,O
['the'],O,O
['date'],O,O
['of'],O,O
['the'],O,O
['amendment'],O,O
['$'],O,O
"['59,110']",I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['of'],O,O
['the'],O,O
['remaining'],O,O
['$'],O,O
"['172,600']",O,I-GainsLossesOnExtinguishmentOfDebt
['debt'],O,O
['issuance'],O,O
['costs'],O,O
['not'],O,O
['amortized'],O,O
['on'],O,O
['the'],O,O
['revolving'],O,O
['debt'],O,O
['facility'],O,O
['qualified'],O,O
['for'],O,O
['extinguishment'],O,O
['accounting'],O,O
['and'],O,O
['were'],O,O
['recognized'],O,O
['as'],O,O
['a'],O,O
['loss'],O,O
['on'],O,O
['extinguishment'],O,O
['immediately'],O,O
['.'],O,O
,,
['As'],O,O
['part'],O,O
['of'],O,O
['these'],O,O
['transactions'],O,O
"[',']",O,O
['a'],O,O
['loss'],O,O
['of'],O,O
['$'],O,O
"['2,019']",I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['was'],O,O
['included'],O,O
['in'],O,O
['Loss'],O,O
['on'],O,O
['Debt'],O,I-GainsLossesOnExtinguishmentOfDebt
['Extinguishment'],O,O
['in'],O,O
['the'],O,O
['Consolidated'],O,O
['Statements'],O,O
['of'],O,O
['Income'],O,O
['.'],O,O
,,
['During'],O,O
['the'],O,O
['three'],O,O
['months'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['repurchased'],O,O
['$'],O,O
['7.9'],O,O
['million'],O,O
['par'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['Notes'],O,O
['for'],O,O
['$'],O,O
['7.8'],O,O
['million'],O,O
['and'],O,O
['recognized'],O,O
['a'],O,O
['loss'],O,O
['of'],O,O
['$'],O,O
['0.2'],I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['million'],O,O
['.'],O,O
,,
['The'],O,O
['Company'],O,O
['recognized'],O,O
['a'],O,O
['loss'],O,O
['on'],O,O
['debt'],O,O
['extinguishment'],O,O
['of'],O,O
['$'],O,O
['0.1'],I-GainsLossesOnExtinguishmentOfDebt,I-GainsLossesOnExtinguishmentOfDebt
['million'],O,O
['in'],O,O
['connection'],O,O
['with'],O,O
['the'],O,O
['prepayment'],O,O
['of'],O,O
['principal'],O,O
['in'],O,O
['the'],O,O
['second'],O,O
['quarter'],O,O
['of'],O,O
['2019'],O,O
"[',']",O,O
['included'],O,O
['in'],O,O
['Other'],O,O
"[',']",O,O
['net'],O,O
['in'],O,O
['the'],O,O
['Condensed'],O,O
['Consolidated'],O,O
['Statement'],O,O
['of'],O,O
['Operations'],O,O
['.'],O,O
,,
['21'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['Long'],O,O
['-'],O,O
['Term'],O,O
['Debt'],O,O
['Maturities'],O,O
['Set'],O,O
['forth'],O,O
['below'],O,O
['is'],O,O
['the'],O,O
['aggregate'],O,O
['principal'],O,O
['amount'],O,O
['of'],O,O
['our'],O,O
['long'],O,O
['-'],O,O
['term'],O,O
['debt'],O,O
['('],O,O
['excluding'],O,O
['unamortized'],O,O
['discounts'],O,O
"[',']",O,O
['net'],O,O
['and'],O,O
['unamortized'],O,O
['debt'],O,O
['issuance'],O,O
['costs'],O,O
[')'],O,O
['maturing'],O,O
['during'],O,O
['the'],O,O
['following'],O,O
['years'],O,O
['as'],O,O
['of'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
[':'],O,O
['Repayments'],O,O
['During'],O,O
['the'],O,O
['nine'],O,O
['months'],O,O
['ended'],O,O
['September'],O,O
['30'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['Century'],O,O
['Link'],O,O
['and'],O,O
['its'],O,O
['affiliates'],O,O
['repurchased'],O,O
['approximately'],O,O
['$'],O,O
['1.1'],O,O
['billion'],O,O
['of'],O,O
['their'],O,O
['respective'],O,O
['debt'],O,O
['securities'],O,O
"[',']",O,O
['which'],O,O
['primarily'],O,O
['included'],O,O
['approximately'],O,O
['$'],O,O
['400'],O,O
['million'],O,O
['of'],O,O
['Level'],O,O
['3'],O,O
['Financing'],O,O
"[',']",O,O
['Inc.'],O,O
['senior'],O,O
['notes'],O,O
"[',']",O,O
['$'],O,O
['345'],O,O
['million'],O,O
['of'],O,O
['Qwest'],O,O
['Capital'],O,O
['Funding'],O,O
['senior'],O,O
['notes'],O,O
"[',']",O,O
['$'],O,O
['340'],O,O
['million'],O,O
['of'],O,O
['Century'],O,O
['Link'],O,O
"[',']",O,O
['Inc.'],O,O
['senior'],O,O
['notes'],O,O
"[',']",O,O
['which'],O,O
['resulted'],O,O
['in'],O,O
['a'],O,O
