sentence,real_label,pred_label
['3.65'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['Of'],O,O
['these'],O,O
['bank'],O,O
['loans'],O,O
"[',']",O,O
['loans'],O,O
['in'],O,O
['the'],O,O
['aggregate'],O,O
['amount'],O,O
['of'],O,O
['$'],O,O
['25.3'],O,O
['million'],O,O
['bear'],O,O
['fixed'],O,O
['interest'],O,O
['rates'],O,O
['between'],O,O
['1.1'],O,O
['%'],O,O
['and'],O,O
['4.5'],O,O
['%'],O,O
['and'],O,O
['a'],O,O
['loan'],O,O
['in'],O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['$'],O,O
['0.1'],O,O
['million'],O,O
['bears'],O,O
['a'],O,O
['variable'],O,O
['interest'],O,O
['rate'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['Euribor'],O,O
['rate'],O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['of'],O,O
['1.5'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['The'],O,O
['applicable'],O,O
['margin'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['consolidated'],O,O
['ratio'],O,O
['of'],O,O
['total'],O,O
['net'],O,O
['debt'],O,O
['to'],O,O
['consolidated'],O,O
['EBITDA'],O,O
['at'],O,O
['each'],O,O
['measurement'],O,O
['date'],O,O
['Currently'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['’'],O,O
['s'],O,O
['margin'],O,O
['is'],O,O
['0.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['for'],O,O
['base'],O,O
['rate'],O,O
['loans'],O,O
['and'],O,O
['0.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['for'],O,O
['LIBOR'],O,O
['loans'],O,O
['.'],O,O
,,
['Eurodollar'],O,O
['term'],O,O
['loans'],O,O
['bear'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['per'],O,O
['annum'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['Adjusted'],O,O
['LIBO'],O,O
['Rate'],O,O
['plus'],O,O
['1.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
[';'],O,O
['('],O,O
['or'],O,O
['the'],O,O
['Adjusted'],O,O
['LIBO'],O,O
['Rate'],O,O
['plus'],O,O
['1.50'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['at'],O,O
['any'],O,O
['time'],O,O
['the'],O,O
['Total'],O,O
['Debt'],O,O
['Ratio'],O,O
['is'],O,O
['less'],O,O
['than'],O,O
['or'],O,O
['equal'],O,O
['to'],O,O
['3.25'],O,O
['to'],O,O
['1'],O,O
['for'],O,O
['Term'],O,O
['A'],O,O
['loans'],O,O
['only'],O,O
[')'],O,O
['.'],O,O
,,
['ABL'],O,O
['Facility'],O,O
['borrowings'],O,O
['initially'],O,O
['bore'],O,O
['interest'],O,O
['at'],O,O
['rates'],O,O
['based'],O,O
['upon'],O,O
['either'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
['plus'],O,O
['an'],O,O
['applicable'],O,O
['margin'],O,O
['of'],O,O
['1.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['or'],O,O
['adjusted'],O,O
['LIBOR'],O,O
['rate'],O,O
['plus'],O,O
['an'],O,O
['applicable'],O,O
['margin'],O,O
['of'],O,O
['2.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['in'],O,O
['each'],O,O
['case'],O,O
"[',']",O,O
['subject'],O,O
['to'],O,O
['adjustments'],O,O
['based'],O,O
['upon'],O,O
['average'],O,O
['availability'],O,O
['under'],O,O
['the'],O,O
['ABL'],O,O
['Facility'],O,O
['.'],O,O
,,
['The'],O,O
['new'],O,O
['mortgage'],O,O
['loan'],O,O
['is'],O,O
['interest'],O,O
['only'],O,O
['and'],O,O
['provides'],O,O
['for'],O,O
['an'],O,O
['interest'],O,O
['rate'],O,O
['of'],O,O
['LIBOR'],O,O
['+'],O,O
['2.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['Borrowings'],O,O
['under'],O,O
['the'],O,O
['unsecured'],O,O
['revolving'],O,O
['credit'],O,O
['facility'],O,O
['accrue'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
['adjusted'],O,O
['LIBOR'],O,O
"[',']",O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['0.83'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['1.55'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['per'],O,O
['annum'],O,O
['based'],O,O
['on'],O,O
['our'],O,O
['credit'],O,O
['rating'],O,O
['.'],O,O
,,
['We'],O,O
['pay'],O,O
['interest'],O,O
['on'],O,O
['advances'],O,O
['at'],O,O
['varying'],O,O
['rates'],O,O
"[',']",O,O
['based'],O,O
['upon'],O,O
"[',']",O,O
['at'],O,O
['our'],O,O
['option'],O,O
"[',']",O,O
['either'],O,O
['('],O,O
['i'],O,O
[')'],O,O
['1'],O,O
['-'],O,O
"[',']",O,O
['2'],O,O
['-'],O,O
"[',']",O,O
['3'],O,O
['-'],O,O
"[',']",O,O
['or'],O,O
['6'],O,O
['-'],O,O
['month'],O,O
['LIBOR'],O,O
"[',']",O,O
['plus'],O,O
['a'],O,O
['LIBOR'],O,O
['margin'],O,O
['between'],O,O
['1.80'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['and'],O,O
['2.55'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['depending'],O,O
['upon'],O,O
['our'],O,O
['leverage'],O,O
['ratio'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['loan'],O,O
['documents'],O,O
[')'],O,O
"[',']",O,O
['or'],O,O
['('],O,O
['ii'],O,O
[')'],O,O
['the'],O,O
['applicable'],O,O
['base'],O,O
['rate'],O,O
"[',']",O,O
['which'],O,O
['is'],O,O
['the'],O,O
['greatest'],O,O
['of'],O,O
['the'],O,O
['administrative'],O,O
['agent'],O,O
['’'],O,O
['s'],O,O
['prime'],O,O
['rate'],O,O
"[',']",O,O
['the'],O,O
['federal'],O,O
['funds'],O,O
['rate'],O,O
['plus'],O,O
['0.50'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['and'],O,O
['1'],O,O
['-'],O,O
['month'],O,O
['LIBOR'],O,O
['plus'],O,O
['1.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['plus'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
['margin'],O,O
['between'],O,O
['0.80'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['and'],O,O
['1.55'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['depending'],O,O
['upon'],O,O
['our'],O,O
['leverage'],O,O
['ratio'],O,O
['.'],O,O
,,
['Base'],O,O
['Rate'],O,O
['term'],O,O
['loans'],O,O
['bear'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['per'],O,O
['annum'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['Adjusted'],O,O
['Base'],O,O
['Rate'],O,O
['plus'],O,O
['0.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['('],O,O
['or'],O,O
['the'],O,O
['Adjusted'],O,O
['Base'],O,O
['Rate'],O,O
['plus'],O,O
['0.50'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['at'],O,O
['any'],O,O
['time'],O,O
['the'],O,O
['Total'],O,O
['Debt'],O,O
['Ratio'],O,O
['is'],O,O
['less'],O,O
['than'],O,O
['or'],O,O
['equal'],O,O
['to'],O,O
['3.25'],O,O
['to'],O,O
['1'],O,O
['for'],O,O
['Term'],O,O
['A'],O,O
['loans'],O,O
['only'],O,O
[')'],O,O
['.'],O,O
,,
['In'],O,O
['October'],O,O
['2019'],O,O
"[',']",O,O
['Charter'],O,O
['Operating'],O,O
['entered'],O,O
['into'],O,O
['an'],O,O
['amendment'],O,O
['to'],O,O
['its'],O,O
['Credit'],O,O
['Agreement'],O,O
['repricing'],O,O
['$'],O,O
['4.5'],I-LineOfCreditFacilityMaximumBorrowingCapacity,I-LineOfCreditFacilityMaximumBorrowingCapacity
['billion'],O,O
['of'],O,O
['its'],O,O
['revolving'],O,O
['loan'],O,O
['and'],O,O
['$'],O,O
['4.0'],I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['billion'],O,O
['of'],O,O
['term'],O,O
['loan'],O,O
['A'],O,O
['to'],O,O
['LIBOR'],O,O
['plus'],O,O
['1.25'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['and'],O,O
['its'],O,O
['existing'],O,O
['term'],O,O
['loan'],O,O
['B'],O,O
['to'],O,O
['LIBOR'],O,O
['plus'],O,O
['1.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['Under'],O,O
['the'],O,O
['Eldorado'],O,O
['Junior'],O,O
['Bridge'],O,O
['Facility'],O,O
"[',']",O,O
['interest'],O,O
['will'],O,O
['be'],O,O
['calculated'],O,O
['on'],O,O
['a'],O,O
['rate'],O,O
['between'],O,O
['('],O,O
['x'],O,O
[')'],O,O
['LIBOR'],O,O
['plus'],O,O
['300'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['basis'],O,O
['points'],O,O
['and'],O,O
['LIBOR'],O,O
['plus'],O,O
['375'],O,O
['basis'],O,O
['or'],O,O
['('],O,O
['y'],O,O
[')'],O,O
['the'],O,O
['base'],O,O
['rate'],O,O
['plus'],O,O
['200'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['basis'],O,O
['points'],O,O
['and'],O,O
['the'],O,O
['base'],O,O
['rate'],O,O
['plus'],O,O
['275'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['basis'],O,O
['points'],O,O
"[',']",O,O
['in'],O,O
['each'],O,O
['case'],O,O
['depending'],O,O
['on'],O,O
['duration'],O,O
['.'],O,O
,,
['The'],O,O
['minimum'],O,O
['applicable'],O,O
['spread'],O,O
['for'],O,O
['Alternate'],O,O
['Base'],O,O
['Rate'],O,O
['borrowings'],O,O
['is'],O,O
['0.25'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['and'],O,O
['the'],O,O
['maximum'],O,O
['is'],O,O
['1.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['The'],O,O
['interest'],O,O
['rate'],O,O
['will'],O,O
['be'],O,O
['based'],O,O
['upon'],O,O
['the'],O,O
['London'],O,O
['Interbank'],O,O
['Offered'],O,O
['Rate'],O,O
['('],O,O
['“'],O,O
['LIBOR'],O,O
['”'],O,O
[')'],O,O
['plus'],O,O
['1.2'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['per'],O,O
['annum'],O,O
['.'],O,O
,,
['As'],O,O
['of'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['estimated'],O,O
['the'],O,O
['discount'],O,O
['rate'],O,O
['at'],O,O
['5.09'],O,O
['%'],O,O
"[',']",O,O
['which'],O,O
['was'],O,O
['a'],O,O
['3.18'],I-DebtInstrumentBasisSpreadOnVariableRate1,O
['%'],O,O
['credit'],O,O
['spread'],O,O
['plus'],O,O
['three'],O,O
['-'],O,O
['month'],O,O
['LIBOR'],O,O
['('],O,O
['1.91'],O,O
['%'],O,O
[')'],O,O
['.'],O,O
,,
['The'],O,O
['fair'],O,O
['value'],O,O
['of'],O,O
['the'],O,O
['variable'],O,O
['-'],O,O
['rate'],O,O
['Fiscal'],O,O
['2019'],O,O
['Revolving'],O,O
['Credit'],O,O
['Facility'],O,O
['borrowings'],O,O
['at'],O,O
['December'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['approximates'],O,O
['carrying'],O,O
['value'],O,O
['and'],O,O
['has'],O,O
['been'],O,O
['classified'],O,O
['as'],O,O
['a'],O,O
['Level'],O,O
['2'],O,O
['financial'],O,O
['liability'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['Note'],O,O
['7'],O,O
"[',']",O,O
['“'],O,O
['Fair'],O,O
['Value'],O,O
['of'],O,O
['Financial'],O,O
['Instruments'],O,O
['”'],O,O
[')'],O,O
['.'],O,O
['Borrowings'],O,O
['under'],O,O
['the'],O,O
['Fiscal'],O,O
['2019'],O,O
['Revolving'],O,O
['Credit'],O,O
['Facility'],O,O
['can'],O,O
['be'],O,O
['made'],O,O
['in'],O,O
['tranches'],O,O
['up'],O,O
['to'],O,O
['360'],O,O
['days'],O,O
['and'],O,O
['bear'],O,O
['interest'],O,O
['at'],O,O
['LIBOR'],O,O
['plus'],O,O
['101.5'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['basis'],O,O
['points'],O,O
['.'],O,O
,,
['Borrowings'],O,O
['under'],O,O
['the'],O,O
['unsecured'],O,O
['term'],O,O
['loan'],O,O
['accrue'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
['LIBOR'],O,O
"[',']",O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['0.75'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['1.65'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['per'],O,O
['annum'],O,O
['based'],O,O
['on'],O,O
['our'],O,O
['credit'],O,O
['rating'],O,O
['.'],O,O
,,
['The'],O,O
['base'],O,O
['rate'],O,O
['is'],O,O
['a'],O,O
['variable'],O,O
['rate'],O,O
['which'],O,O
['is'],O,O
['the'],O,O
['highest'],O,O
['of'],O,O
['('],O,O
['a'],O,O
[')'],O,O
['the'],O,O
['Federal'],O,O
['Funds'],O,O
['Rate'],O,O
"[',']",O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['of'],O,O
['0.5'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
"[',']",O,O
['('],O,O
['b'],O,O
[')'],O,O
['the'],O,O
['rate'],O,O
['of'],O,O
['interest'],O,O
['announced'],O,O
"[',']",O,O
['from'],O,O
['time'],O,O
['to'],O,O
['time'],O,O
"[',']",O,O
['by'],O,O
['the'],O,O
['agent'],O,O
"[',']",O,O
['Bank'],O,O
['of'],O,O
['America'],O,O
"[',']",O,O
['N.A.'],O,O
"[',']",O,O
['as'],O,O
['its'],O,O
['“'],O,O
['prime'],O,O
['rate'],O,O
"[',']",O,O
['”'],O,O
['and'],O,O
['('],O,O
['c'],O,O
[')'],O,O
['the'],O,O
['Eurodollar'],O,O
['Rate'],O,O
"[',']",O,O
['plus'],O,O
['1.0'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['At'],O,O
['Core'],O,O
['Civic'],O,O
"[""'s""]",O,O
['option'],O,O
"[',']",O,O
['interest'],O,O
['on'],O,O
['outstanding'],O,O
['borrowings'],O,O
['under'],O,O
['the'],O,O
['Revolving'],O,O
['Credit'],O,O
['Facility'],O,O
['is'],O,O
['based'],O,O
['on'],O,O
['either'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['0.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['1.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['or'],O,O
['at'],O,O
['the'],O,O
['London'],O,O
['Interbank'],O,O
['Offered'],O,O
['Rate'],O,O
['('],O,O
"['""']",O,O
['LIBOR'],O,O
"['""']",O,O
[')'],O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['ranging'],O,O
['from'],O,O
['1.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['to'],O,O
['2.00'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['based'],O,O
['on'],O,O
['Core'],O,O
['Civic'],O,O
"[""'s""]",O,O
['then'],O,O
['-'],O,O
['current'],O,O
['leverage'],O,O
['ratio'],O,O
['.'],O,O
,,
['The'],O,O
['amendment'],O,O
['also'],O,O
['provides'],O,O
['that'],O,O
['the'],O,O
['Company'],O,O
['may'],O,O
['operate'],O,O
['at'],O,O
['below'],O,O
['the'],O,O
['minimum'],O,O
['fixed'],O,O
['charge'],O,O
['coverage'],O,O
['ratio'],O,O
"[',']",O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['Credit'],O,O
['Agreement'],O,O
"[',']",O,O
['for'],O,O
['a'],O,O
['reduced'],O,O
['valuation'],O,O
['of'],O,O
['the'],O,O
['borrowing'],O,O
['base'],O,O
"[',']",O,O
['and'],O,O
['establishes'],O,O
['a'],O,O
['new'],O,O
['floor'],O,O
['for'],O,O
['the'],O,O
['minimum'],O,O
['fixed'],O,O
['charge'],O,O
['coverage'],O,O
['ratio'],O,O
['beginning'],O,O
['fiscal'],O,O
['quarter'],O,O
['ended'],O,O
['March'],O,O
['31'],O,O
"[',']",O,O
['2019'],O,O
['.'],O,O
['The'],O,O
['maximum'],O,O
['amount'],O,O
['available'],O,O
['at'],O,O
['any'],O,O
['time'],O,O
['is'],O,O
['limited'],O,O
['by'],O,O
['a'],O,O
['borrowing'],O,O
['base'],O,O
['of'],O,O
['certain'],O,O
['investment'],O,O
['assets'],O,O
"[',']",O,O
['with'],O,O
['the'],O,O
['valuation'],O,O
['of'],O,O
['such'],O,O
['investment'],O,O
['assets'],O,O
['generally'],O,O
['determined'],O,O
['according'],O,O
['to'],O,O
['a'],O,O
['percentage'],O,O
['of'],O,O
['adjusted'],O,O
['net'],O,O
['book'],O,O
['value'],O,O
['or'],O,O
['a'],O,O
['multiple'],O,O
['of'],O,O
['base'],O,O
['management'],O,O
['fee'],O,O
['EBITDA'],O,O
['('],O,O
['as'],O,O
['defined'],O,O
['in'],O,O
['the'],O,O
['Credit'],O,O
['Agreement'],O,O
[')'],O,O
['.'],O,O
['Advances'],O,O
['under'],O,O
['the'],O,O
['Credit'],O,O
['Agreement'],O,O
['accrue'],O,O
['interest'],O,O
['at'],O,O
['a'],O,O
['per'],O,O
['annum'],O,O
['rate'],O,O
['equal'],O,O
['to'],O,O
['the'],O,O
['sum'],O,O
['of'],O,O
['one'],O,O
['-'],O,O
['month'],O,O
['London'],O,O
['Inter'],O,O
['-'],O,O
['bank'],O,O
['Offered'],O,O
['Rate'],O,O
['('],O,O
"['""']",O,O
['LIBOR'],O,O
"['""']",O,O
[')'],O,O
['plus'],O,O
['2.25'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['or'],O,O
['a'],O,O
['base'],O,O
['rate'],O,O
['determined'],O,O
['according'],O,O
['to'],O,O
['a'],O,O
['prime'],O,O
['rate'],O,O
['or'],O,O
['federal'],O,O
['funds'],O,O
['rate'],O,O
['plus'],O,O
['a'],O,O
['margin'],O,O
['of'],O,O
['1.25'],I-DebtInstrumentBasisSpreadOnVariableRate1,I-DebtInstrumentBasisSpreadOnVariableRate1
['%'],O,O
['.'],O,O
,,
['The'],O,O
['fair'],O,O
['value'],O,O
['of'],O,O
['these'],O,O
['senior'],O,O
['notes'],O,O
['with'],O,O
['a'],O,O
['notional'],O,O
['value'],O,O
['and'],O,O
['carrying'],O,O
['value'],O,O
['('],O,O
['gross'],O,O
['of'],O,O
['debt'],O,O
['cost'],O,O
[')'],O,O
['of'],O,O
['$'],O,O
['500'],I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['million'],O,O
['was'],O,O
['estimated'],O,O
['using'],O,O
['a'],O,O
['quoted'],O,O
['price'],O,O
['as'],O,O
['provided'],O,O
['in'],O,O
['the'],O,O
['secondary'],O,O
['market'],O,O
"[',']",O,O
['which'],O,O
['considers'],O,O
['the'],O,O
['Company'],O,O
"[""'s""]",O,O
['credit'],O,O
['risk'],O,O
['and'],O,O
['market'],O,O
['related'],O,O
['conditions'],O,O
"[',']",O,O
['and'],O,O
['is'],O,O
['therefore'],O,O
['within'],O,O
['Level'],O,O
['2'],O,O
['of'],O,O
['the'],O,O
['fair'],O,O
['value'],O,O
['hierarchy'],O,O
['.'],O,O
,,
['Senior'],O,O
['Notes'],O,O
['In'],O,O
['September'],O,O
['2019'],O,O
"[',']",O,O
['we'],O,O
['completed'],O,O
['the'],O,O
['issuance'],O,O
['of'],O,O
['$'],O,O
['1.0'],I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['billion'],O,O
"[',']",O,O
['3.55'],O,O
['%'],O,O
['senior'],O,O
['notes'],O,O
['due'],O,O
['December'],O,O
['2029'],O,O
['at'],O,O
['a'],O,O
['public'],O,O
['offering'],O,O
['price'],O,O
['of'],O,O
['99.801'],O,O
['%'],O,O
['.'],O,O
,,
['88'],O,O
['Table'],O,O
['of'],O,O
['Contents'],O,O
['In'],O,O
['connection'],O,O
['with'],O,O
['the'],O,O
['GENEWIZ'],O,O
['acquisition'],O,O
"[',']",O,O
['the'],O,O
['Company'],O,O
['assumed'],O,O
['three'],O,O
['five'],O,O
['year'],O,O
['term'],O,O
['loans'],O,O
['for'],O,O
['a'],O,O
['total'],O,O
['of'],O,O
['$'],O,O
['3.3'],I-DebtInstrumentFaceAmount,I-LineOfCredit
['million'],O,O
['and'],O,O
['two'],O,O
['one'],O,O
['year'],O,O
['short'],O,O
['term'],O,O
['loans'],O,O
['for'],O,O
['a'],O,O
['total'],O,O
['of'],O,O
['$'],O,O
['3.2'],I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['million'],O,O
['.'],O,O
,,
['In'],O,O
['2013'],O,O
"[',']",O,O
['after'],O,O
['acquisition'],O,O
"[',']",O,O
['WCS'],O,O
['entered'],O,O
['into'],O,O
['a'],O,O
['second'],O,O
['mortgage'],O,O
['with'],O,O
['Peoples'],O,O
['Bank'],O,O
['of'],O,O
['Commerce'],O,O
"[',']",O,O
['NA'],O,O
['in'],O,O
['the'],O,O
['amount'],O,O
['of'],O,O
['$'],O,O
"['120,000']",I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['.'],O,O
,,
['$'],O,O
['300.0'],I-DebtInstrumentFaceAmount,I-DebtInstrumentFaceAmount
['Million'],O,O
['Unsecured'],O,O
['Senior'],O,O
['Notes'],O,O
['due'],O,O
['2023As'],O,O
['of'],O,O
